,year,hc,country
6925,2015,,LCA
6926,2016,,LCA
6927,2017,,LCA
6928,2018,,LCA
6929,2019,,LCA
6930,1950,1.483648419380188,LKA
6931,1951,1.4930156469345093,LKA
6932,1952,1.5024420022964478,LKA
6933,1953,1.511927843093872,LKA
6934,1954,1.5214736461639404,LKA
6935,1955,1.531079649925232,LKA
6936,1956,1.5429203510284424,LKA
6937,1957,1.5548527240753174,LKA
6938,1958,1.5668773651123047,LKA
6939,1959,1.5789949893951416,LKA
6940,1960,1.5912063121795654,LKA
6941,1961,1.6014118194580078,LKA
6942,1962,1.6116827726364136,LKA
6943,1963,1.6220197677612305,LKA
6944,1964,1.632422924041748,LKA
6945,1965,1.642892837524414,LKA
6946,1966,1.7142480611801147,LKA
6947,1967,1.7713688611984253,LKA
6948,1968,1.8303930759429932,LKA
6949,1969,1.8913838863372803,LKA
6950,1970,1.9544072151184082,LKA
6951,1971,1.9717750549316406,LKA
6952,1972,1.9892971515655518,LKA
6953,1973,2.006974935531616,LKA
6954,1974,2.0248100757598877,LKA
6955,1975,2.0428035259246826,LKA
6956,1976,2.0580615997314453,LKA
6957,1977,2.0734338760375977,LKA
6958,1978,2.088920831680298,LKA
6959,1979,2.1045234203338623,LKA
6960,1980,2.1202425956726074,LKA
6961,1981,2.154426336288452,LKA
6962,1982,2.1891610622406006,LKA
6963,1983,2.2244558334350586,LKA
6964,1984,2.260319709777832,LKA
6965,1985,2.2967617511749268,LKA
6966,1986,2.337059497833252,LKA
6967,1987,2.3780643939971924,LKA
6968,1988,2.4197888374328613,LKA
6969,1989,2.462244987487793,LKA
6970,1990,2.505446434020996,LKA
6971,1991,2.5497124195098877,LKA
6972,1992,2.583345413208008,LKA
6973,1993,2.6139869689941406,LKA
6974,1994,2.644991636276245,LKA
6975,1995,2.6763644218444824,LKA
6976,1996,2.712902307510376,LKA
6977,1997,2.74993896484375,LKA
6978,1998,2.7874815464019775,LKA
6979,1999,2.8255364894866943,LKA
6980,2000,2.8641109466552734,LKA
6981,2001,2.871182680130005,LKA
6982,2002,2.878272294998169,LKA
6983,2003,2.8853793144226074,LKA
6984,2004,2.8925039768218994,LKA
6985,2005,2.8996458053588867,LKA
6986,2006,2.8966329097747803,LKA
6987,2007,2.893623113632202,LKA
6988,2008,2.8906164169311523,LKA
6989,2009,2.8876125812530518,LKA
6990,2010,2.8846120834350586,LKA
6991,2011,2.8816287517547607,LKA
6992,2012,2.878653049468994,LKA
6993,2013,2.875684976577759,LKA
6994,2014,2.872724771499634,LKA
6995,2015,2.86977219581604,LKA
6996,2016,2.8668270111083984,LKA
6997,2017,2.863889694213867,LKA
6998,2018,2.860959768295288,LKA
6999,2019,2.8580374717712402,LKA
7000,1950,,LSO
7001,1951,,LSO
7002,1952,,LSO
7003,1953,,LSO
7004,1954,,LSO
7005,1955,,LSO
7006,1956,,LSO
7007,1957,,LSO
7008,1958,,LSO
7009,1959,,LSO
7010,1960,1.4274423122406006,LSO
7011,1961,1.4323159456253052,LSO
7012,1962,1.4372061491012573,LSO
7013,1963,1.4421131610870361,LSO
7014,1964,1.447036862373352,LSO
7015,1965,1.4519773721694946,LSO
7016,1966,1.467379093170166,LSO
7017,1967,1.482944130897522,LSO
7018,1968,1.4986742734909058,LSO
7019,1969,1.5145713090896606,LSO
7020,1970,1.5306370258331299,LSO
7021,1971,1.5402672290802002,LSO
7022,1972,1.5499579906463623,LSO
7023,1973,1.5597097873687744,LSO
7024,1974,1.5695228576660156,LSO
7025,1975,1.5793976783752441,LSO
7026,1976,1.5914191007614136,LSO
7027,1977,1.6035319566726685,LSO
7028,1978,1.615736961364746,LSO
7029,1979,1.6280349493026733,LSO
7030,1980,1.640426516532898,LSO
7031,1981,1.659273386001587,LSO
7032,1982,1.6783368587493896,LSO
7033,1983,1.6976194381713867,LSO
7034,1984,1.7151579856872559,LSO
7035,1985,1.729989767074585,LSO
7036,1986,1.7489782571792603,LSO
7037,1987,1.7681751251220703,LSO
7038,1988,1.7875828742980957,LSO
7039,1989,1.8072035312652588,LSO
7040,1990,1.8270394802093506,LSO
7041,1991,1.8444122076034546,LSO
7042,1992,1.8619502782821655,LSO
7043,1993,1.8796550035476685,LSO
7044,1994,1.897528052330017,LSO
7045,1995,1.9155710935592651,LSO
7046,1996,1.9367798566818237,LSO
7047,1997,1.9582232236862183,LSO
7048,1998,1.9799041748046875,LSO
7049,1999,2.0018250942230225,LSO
7050,2000,2.023988723754883,LSO
7051,2001,2.072481870651245,LSO
7052,2002,2.1221365928649902,LSO
7053,2003,2.1729812622070312,LSO
7054,2004,2.225044012069702,LSO
7055,2005,2.2783541679382324,LSO
7056,2006,2.223026990890503,LSO
7057,2007,2.1690433025360107,LSO
7058,2008,2.116370439529419,LSO
7059,2009,2.064976930618286,LSO
7060,2010,2.014831304550171,LSO
7061,2011,1.9713317155838013,LSO
7062,2012,1.93038809299469,LSO
7063,2013,1.8918185234069824,LSO
7064,2014,1.8554567098617554,LSO
7065,2015,1.8211501836776733,LSO
7066,2016,1.7887591123580933,LSO
7067,2017,1.7581549882888794,LSO
7068,2018,1.729219675064087,LSO
7069,2019,1.6994621753692627,LSO
7070,1950,,LTU
7071,1951,,LTU
7072,1952,,LTU
7073,1953,,LTU
7074,1954,,LTU
7075,1955,,LTU
7076,1956,,LTU
7077,1957,,LTU
7078,1958,,LTU
7079,1959,,LTU
7080,1960,,LTU
7081,1961,,LTU
7082,1962,,LTU
7083,1963,,LTU
7084,1964,,LTU
7085,1965,,LTU
7086,1966,,LTU
7087,1967,,LTU
7088,1968,,LTU
7089,1969,,LTU
7090,1970,,LTU
7091,1971,,LTU
7092,1972,,LTU
7093,1973,,LTU
7094,1974,,LTU
7095,1975,,LTU
7096,1976,,LTU
7097,1977,,LTU
7098,1978,,LTU
7099,1979,,LTU
7100,1980,,LTU
7101,1981,,LTU
7102,1982,,LTU
7103,1983,,LTU
7104,1984,,LTU
7105,1985,,LTU
7106,1986,,LTU
7107,1987,,LTU
7108,1988,,LTU
7109,1989,,LTU
7110,1990,2.603236675262451,LTU
7111,1991,2.6310007572174072,LTU
7112,1992,2.6590607166290283,LTU
7113,1993,2.687420129776001,LTU
7114,1994,2.7160818576812744,LTU
7115,1995,2.745049476623535,LTU
7116,1996,2.77628231048584,LTU
7117,1997,2.807870388031006,LTU
7118,1998,2.839818000793457,LTU
7119,1999,2.872129201889038,LTU
7120,2000,2.9048078060150146,LTU
7121,2001,2.9379401206970215,LTU
7122,2002,2.9714503288269043,LTU
7123,2003,3.005342721939087,LTU
7124,2004,3.0396218299865723,LTU
7125,2005,3.074291706085205,LTU
7126,2006,3.0892183780670166,LTU
7127,2007,3.104217052459717,LTU
7128,2008,3.119288682937622,LTU
7129,2009,3.1344335079193115,LTU
7130,2010,3.1496520042419434,LTU
7131,2011,3.165248155593872,LTU
7132,2012,3.1810245513916016,LTU
7133,2013,3.1969845294952393,LTU
7134,2014,3.213129997253418,LTU
7135,2015,3.229464292526245,LTU
7136,2016,3.2459893226623535,LTU
7137,2017,3.262708902359009,LTU
7138,2018,3.2796249389648438,LTU
7139,2019,3.296741008758545,LTU
7140,1950,1.4326467514038086,LUX
7141,1951,1.462311863899231,LUX
7142,1952,1.492591381072998,LUX
7143,1953,1.5234977006912231,LUX
7144,1954,1.5550440549850464,LUX
7145,1955,1.587243676185608,LUX
7146,1956,1.6175105571746826,LUX
7147,1957,1.6483545303344727,LUX
7148,1958,1.6797868013381958,LUX
7149,1959,1.7111624479293823,LUX
7150,1960,1.7356992959976196,LUX
7151,1961,1.7659940719604492,LUX
7152,1962,1.7968175411224365,LUX
7153,1963,1.8281790018081665,LUX
7154,1964,1.8600878715515137,LUX
7155,1965,1.892553687095642,LUX
7156,1966,1.9249379634857178,LUX
7157,1967,1.957876205444336,LUX
7158,1968,1.9913783073425293,LUX
7159,1969,2.025453567504883,LUX
7160,1970,2.0601117610931396,LUX
7161,1971,2.1465373039245605,LUX
7162,1972,2.236588478088379,LUX
7163,1973,2.3304176330566406,LUX
7164,1974,2.428183078765869,LUX
7165,1975,2.5300498008728027,LUX
7166,1976,2.547513008117676,LUX
7167,1977,2.5634243488311768,LUX
7168,1978,2.5753235816955566,LUX
7169,1979,2.587277889251709,LUX
7170,1980,2.599287986755371,LUX
7171,1981,2.6118645668029785,LUX
7172,1982,2.624502182006836,LUX
7173,1983,2.6372008323669434,LUX
7174,1984,2.649961233139038,LUX
7175,1985,2.662783145904541,LUX
7176,1986,2.6750166416168213,LUX
7177,1987,2.6873066425323486,LUX
7178,1988,2.699652910232544,LUX
7179,1989,2.7120559215545654,LUX
7180,1990,2.7245161533355713,LUX
7181,1991,2.7396223545074463,LUX
7182,1992,2.754812002182007,LUX
7183,1993,2.7700862884521484,LUX
7184,1994,2.785444974899292,LUX
7185,1995,2.800888776779175,LUX
7186,1996,2.8145689964294434,LUX
7187,1997,2.8283157348632812,LUX
7188,1998,2.842129707336426,LUX
7189,1999,2.856010913848877,LUX
7190,2000,2.869960308074951,LUX
7191,2001,2.8940751552581787,LUX
7192,2002,2.9183924198150635,LUX
7193,2003,2.9429142475128174,LUX
7194,2004,2.967642068862915,LUX
7195,2005,2.99257755279541,LUX
7196,2006,3.030376672744751,LUX
7197,2007,3.0686533451080322,LUX
7198,2008,3.1074132919311523,LUX
7199,2009,3.146662950515747,LUX
7200,2010,3.186408281326294,LUX
7201,2011,3.2287845611572266,LUX
7202,2012,3.272473096847534,LUX
7203,2013,3.3175249099731445,LUX
7204,2014,3.3639934062957764,LUX
7205,2015,3.4119343757629395,LUX
7206,2016,3.461406946182251,LUX
7207,2017,3.51247239112854,LUX
7208,2018,3.565195083618164,LUX
7209,2019,3.619642972946167,LUX
7210,1950,,LVA
7211,1951,,LVA
7212,1952,,LVA
7213,1953,,LVA
7214,1954,,LVA
7215,1955,,LVA
7216,1956,,LVA
7217,1957,,LVA
7218,1958,,LVA
7219,1959,,LVA
7220,1960,,LVA
7221,1961,,LVA
7222,1962,,LVA
7223,1963,,LVA
7224,1964,,LVA
7225,1965,,LVA
7226,1966,,LVA
7227,1967,,LVA
7228,1968,,LVA
7229,1969,,LVA
7230,1970,,LVA
7231,1971,,LVA
7232,1972,,LVA
7233,1973,,LVA
7234,1974,,LVA
7235,1975,,LVA
7236,1976,,LVA
7237,1977,,LVA
7238,1978,,LVA
7239,1979,,LVA
7240,1980,,LVA
7241,1981,,LVA
7242,1982,,LVA
7243,1983,,LVA
7244,1984,,LVA
7245,1985,,LVA
7246,1986,,LVA
7247,1987,,LVA
7248,1988,,LVA
7249,1989,,LVA
7250,1990,2.4488115310668945,LVA
7251,1991,2.5156970024108887,LVA
7252,1992,2.576402187347412,LVA
7253,1993,2.6235713958740234,LVA
7254,1994,2.6716041564941406,LVA
7255,1995,2.7205162048339844,LVA
7256,1996,2.7420589923858643,LVA
7257,1997,2.7637720108032227,LVA
7258,1998,2.7856574058532715,LVA
7259,1999,2.807715654373169,LVA
7260,2000,2.829948902130127,LVA
7261,2001,2.856259346008301,LVA
7262,2002,2.882814407348633,LVA
7263,2003,2.909616708755493,LVA
7264,2004,2.9366676807403564,LVA
7265,2005,2.963970422744751,LVA
7266,2006,2.976945638656616,LVA
7267,2007,2.9899778366088867,LVA
7268,2008,3.0030670166015625,LVA
7269,2009,3.0162134170532227,LVA
7270,2010,3.0294175148010254,LVA
7271,2011,3.0429294109344482,LVA
7272,2012,3.056586265563965,LVA
7273,2013,3.0703907012939453,LVA
7274,2014,3.084343910217285,LVA
7275,2015,3.0984487533569336,LVA
7276,2016,3.112706422805786,LVA
7277,2017,3.127119541168213,LVA
7278,2018,3.141690254211426,LVA
7279,2019,3.1564202308654785,LVA
7280,1950,,MAC
7281,1951,,MAC
7282,1952,,MAC
7283,1953,,MAC
7284,1954,,MAC
7285,1955,,MAC
7286,1956,,MAC
7287,1957,,MAC
7288,1958,,MAC
7289,1959,,MAC
7290,1960,,MAC
7291,1961,,MAC
7292,1962,,MAC
7293,1963,,MAC
7294,1964,,MAC
7295,1965,,MAC
7296,1966,,MAC
7297,1967,,MAC
7298,1968,,MAC
7299,1969,,MAC
7300,1970,1.6243007183074951,MAC
7301,1971,1.6493982076644897,MAC
7302,1972,1.6748833656311035,MAC
7303,1973,1.7007622718811035,MAC
7304,1974,1.7226194143295288,MAC
7305,1975,1.7426432371139526,MAC
7306,1976,1.7594351768493652,MAC
7307,1977,1.7763890027999878,MAC
7308,1978,1.793506145477295,MAC
7309,1979,1.8107881546020508,MAC
7310,1980,1.8282368183135986,MAC
7311,1981,1.8426408767700195,MAC
7312,1982,1.8571585416793823,MAC
7313,1983,1.8717905282974243,MAC
7314,1984,1.886537790298462,MAC
7315,1985,1.9014012813568115,MAC
7316,1986,1.9170198440551758,MAC
7317,1987,1.9327666759490967,MAC
7318,1988,1.9486428499221802,MAC
7319,1989,1.9646494388580322,MAC
7320,1990,1.9807876348495483,MAC
7321,1991,1.998164176940918,MAC
7322,1992,2.015693187713623,MAC
7323,1993,2.0333759784698486,MAC
7324,1994,2.0512139797210693,MAC
7325,1995,2.0692083835601807,MAC
7326,1996,2.0955746173858643,MAC
7327,1997,2.122276544570923,MAC
7328,1998,2.1493189334869385,MAC
7329,1999,2.176705837249756,MAC
7330,2000,2.204441547393799,MAC
7331,2001,2.231682300567627,MAC
7332,2002,2.2592594623565674,MAC
7333,2003,2.287177562713623,MAC
7334,2004,2.3154406547546387,MAC
7335,2005,2.344053030014038,MAC
7336,2006,2.389871835708618,MAC
7337,2007,2.436586380004883,MAC
7338,2008,2.4842143058776855,MAC
7339,2009,2.5327727794647217,MAC
7340,2010,2.5749733448028564,MAC
7341,2011,2.61140513420105,MAC
7342,2012,2.6493029594421387,MAC
7343,2013,2.6887404918670654,MAC
7344,2014,2.729795455932617,MAC
7345,2015,2.7725508213043213,MAC
7346,2016,2.817094326019287,MAC
7347,2017,2.8635191917419434,MAC
7348,2018,2.9119250774383545,MAC
7349,2019,2.9624180793762207,MAC
7350,1950,1.032226324081421,MAR
7351,1951,1.0339434146881104,MAR
7352,1952,1.0356632471084595,MAR
7353,1953,1.0373859405517578,MAR
7354,1954,1.0391114950180054,MAR
7355,1955,1.0408400297164917,MAR
7356,1956,1.041883945465088,MAR
7357,1957,1.04292893409729,MAR
7358,1958,1.0439749956130981,MAR
7359,1959,1.0450221300125122,MAR
7360,1960,1.0460703372955322,MAR
7361,1961,1.049965262413025,MAR
7362,1962,1.0538748502731323,MAR
7363,1963,1.0577988624572754,MAR
7364,1964,1.0617375373840332,MAR
7365,1965,1.0656907558441162,MAR
7366,1966,1.068304181098938,MAR
7367,1967,1.070923924446106,MAR
7368,1968,1.0735501050949097,MAR
7369,1969,1.0761827230453491,MAR
7370,1970,1.0788217782974243,MAR
7371,1971,1.0873898267745972,MAR
7372,1972,1.0960259437561035,MAR
7373,1973,1.1047306060791016,MAR
7374,1974,1.1135045289993286,MAR
7375,1975,1.1223479509353638,MAR
7376,1976,1.131671667098999,MAR
7377,1977,1.1410727500915527,MAR
7378,1978,1.1505520343780518,MAR
7379,1979,1.1601099967956543,MAR
7380,1980,1.1697473526000977,MAR
7381,1981,1.1839041709899902,MAR
7382,1982,1.1982322931289673,MAR
7383,1983,1.2127338647842407,MAR
7384,1984,1.227410912513733,MAR
7385,1985,1.2422655820846558,MAR
7386,1986,1.2588163614273071,MAR
7387,1987,1.275587797164917,MAR
7388,1988,1.2925825119018555,MAR
7389,1989,1.30980384349823,MAR
7390,1990,1.3272544145584106,MAR
7391,1991,1.3470261096954346,MAR
7392,1992,1.3670923709869385,MAR
7393,1993,1.3874574899673462,MAR
7394,1994,1.4081259965896606,MAR
7395,1995,1.4291024208068848,MAR
7396,1996,1.4520843029022217,MAR
7397,1997,1.475435733795166,MAR
7398,1998,1.4991625547409058,MAR
7399,1999,1.523271083831787,MAR
7400,2000,1.5477672815322876,MAR
7401,2001,1.5697811841964722,MAR
7402,2002,1.5921082496643066,MAR
7403,2003,1.6147527694702148,MAR
7404,2004,1.6377195119857788,MAR
7405,2005,1.6610127687454224,MAR
7406,2006,1.6811063289642334,MAR
7407,2007,1.7014429569244385,MAR
7408,2008,1.7188472747802734,MAR
7409,2009,1.7344965934753418,MAR
7410,2010,1.7502882480621338,MAR
7411,2011,1.7699893712997437,MAR
7412,2012,1.789912223815918,MAR
7413,2013,1.8100591897964478,MAR
7414,2014,1.8304331302642822,MAR
7415,2015,1.8510363101959229,MAR
7416,2016,1.8718713521957397,MAR
7417,2017,1.8929409980773926,MAR
7418,2018,1.914247751235962,MAR
7419,2019,1.9357943534851074,MAR
7420,1950,,MDA
7421,1951,,MDA
7422,1952,,MDA
7423,1953,,MDA
7424,1954,,MDA
7425,1955,,MDA
7426,1956,,MDA
7427,1957,,MDA
7428,1958,,MDA
7429,1959,,MDA
7430,1960,,MDA
7431,1961,,MDA
7432,1962,,MDA
7433,1963,,MDA
7434,1964,,MDA
7435,1965,,MDA
7436,1966,,MDA
7437,1967,,MDA
7438,1968,,MDA
7439,1969,,MDA
7440,1970,,MDA
7441,1971,,MDA
7442,1972,,MDA
7443,1973,,MDA
7444,1974,,MDA
7445,1975,,MDA
7446,1976,,MDA
7447,1977,,MDA
7448,1978,,MDA
7449,1979,,MDA
7450,1980,,MDA
7451,1981,,MDA
7452,1982,,MDA
7453,1983,,MDA
7454,1984,,MDA
7455,1985,,MDA
7456,1986,,MDA
7457,1987,,MDA
7458,1988,,MDA
7459,1989,,MDA
7460,1990,2.575507164001465,MDA
7461,1991,2.5957863330841064,MDA
7462,1992,2.616225004196167,MDA
7463,1993,2.636824607849121,MDA
7464,1994,2.6575865745544434,MDA
7465,1995,2.6785120964050293,MDA
7466,1996,2.694856643676758,MDA
7467,1997,2.711300849914551,MDA
7468,1998,2.7278454303741455,MDA
7469,1999,2.7444908618927,MDA
7470,2000,2.7612380981445312,MDA
7471,2001,2.7784535884857178,MDA
7472,2002,2.795776128768921,MDA
7473,2003,2.813206911087036,MDA
7474,2004,2.8307461738586426,MDA
7475,2005,2.8483951091766357,MDA
7476,2006,2.8908190727233887,MDA
7477,2007,2.9338748455047607,MDA
7478,2008,2.977571487426758,MDA
7479,2009,3.0219194889068604,MDA
7480,2010,3.066927909851074,MDA
7481,2011,3.1156539916992188,MDA
7482,2012,3.1662397384643555,MDA
7483,2013,3.2187740802764893,MDA
7484,2014,3.2733516693115234,MDA
7485,2015,3.3300721645355225,MDA
7486,2016,3.3890419006347656,MDA
7487,2017,3.4503729343414307,MDA
7488,2018,3.5141844749450684,MDA
7489,2019,3.5806031227111816,MDA
7490,1950,,MDG
7491,1951,,MDG
7492,1952,,MDG
7493,1953,,MDG
7494,1954,,MDG
7495,1955,,MDG
7496,1956,,MDG
7497,1957,,MDG
7498,1958,,MDG
7499,1959,,MDG
7500,1960,1.221850037574768,MDG
7501,1961,1.2218717336654663,MDG
7502,1962,1.221893310546875,MDG
7503,1963,1.2219148874282837,MDG
7504,1964,1.221936583518982,MDG
7505,1965,1.2219581604003906,MDG
7506,1966,1.2219797372817993,MDG
7507,1967,1.2220014333724976,MDG
7508,1968,1.2220230102539062,MDG
7509,1969,1.222044587135315,MDG
7510,1970,1.2220662832260132,MDG
7511,1971,1.22427499294281,MDG
7512,1972,1.2264877557754517,MDG
7513,1973,1.228704571723938,MDG
7514,1974,1.2309253215789795,MDG
7515,1975,1.2331501245498657,MDG
7516,1976,1.2353789806365967,MDG
7517,1977,1.2376117706298828,MDG
7518,1978,1.2398486137390137,MDG
7519,1979,1.2420896291732788,MDG
7520,1980,1.2443345785140991,MDG
7521,1981,1.2554688453674316,MDG
7522,1982,1.2667027711868286,MDG
7523,1983,1.278037190437317,MDG
7524,1984,1.289473056793213,MDG
7525,1985,1.3010112047195435,MDG
7526,1986,1.3126527070999146,MDG
7527,1987,1.3243982791900635,MDG
7528,1988,1.3362489938735962,MDG
7529,1989,1.3482056856155396,MDG
7530,1990,1.3602694272994995,MDG
7531,1991,1.3771570920944214,MDG
7532,1992,1.3942545652389526,MDG
7533,1993,1.4115642309188843,MDG
7534,1994,1.429088830947876,MDG
7535,1995,1.4468311071395874,MDG
7536,1996,1.4647934436798096,MDG
7537,1997,1.4829789400100708,MDG
7538,1998,1.5013900995254517,MDG
7539,1999,1.520029902458191,MDG
7540,2000,1.5389010906219482,MDG
7541,2001,1.5488905906677246,MDG
7542,2002,1.5589449405670166,MDG
7543,2003,1.5690644979476929,MDG
7544,2004,1.5792497396469116,MDG
7545,2005,1.589501142501831,MDG
7546,2006,1.5998190641403198,MDG
7547,2007,1.6102039813995361,MDG
7548,2008,1.6206563711166382,MDG
7549,2009,1.631176471710205,MDG
7550,2010,1.6417649984359741,MDG
7551,2011,1.6506844758987427,MDG
7552,2012,1.6596523523330688,MDG
7553,2013,1.6686689853668213,MDG
7554,2014,1.6777347326278687,MDG
7555,2015,1.686849594116211,MDG
7556,2016,1.6960139274597168,MDG
7557,2017,1.7052282094955444,MDG
7558,2018,1.7131768465042114,MDG
7559,2019,1.7201874256134033,MDG
7560,1950,,MDV
7561,1951,,MDV
7562,1952,,MDV
7563,1953,,MDV
7564,1954,,MDV
7565,1955,,MDV
7566,1956,,MDV
7567,1957,,MDV
7568,1958,,MDV
7569,1959,,MDV
7570,1960,,MDV
7571,1961,,MDV
7572,1962,,MDV
7573,1963,,MDV
7574,1964,,MDV
7575,1965,,MDV
7576,1966,,MDV
7577,1967,,MDV
7578,1968,,MDV
7579,1969,,MDV
7580,1970,1.7160860300064087,MDV
7581,1971,1.7223587036132812,MDV
7582,1972,1.728654384613037,MDV
7583,1973,1.7349729537963867,MDV
7584,1974,1.7413147687911987,MDV
7585,1975,1.7476797103881836,MDV
7586,1976,1.756551742553711,MDV
7587,1977,1.765468716621399,MDV
7588,1978,1.7744309902191162,MDV
7589,1979,1.783438801765442,MDV
7590,1980,1.7924922704696655,MDV
7591,1981,1.798811435699463,MDV
7592,1982,1.8051528930664062,MDV
7593,1983,1.8115167617797852,MDV
7594,1984,1.8179030418395996,MDV
7595,1985,1.8243117332458496,MDV
7596,1986,1.802015781402588,MDV
7597,1987,1.7799923419952393,MDV
7598,1988,1.7582380771636963,MDV
7599,1989,1.7367496490478516,MDV
7600,1990,1.7155238389968872,MDV
7601,1991,1.693629264831543,MDV
7602,1992,1.6699838638305664,MDV
7603,1993,1.646668791770935,MDV
7604,1994,1.6236790418624878,MDV
7605,1995,1.6010103225708008,MDV
7606,1996,1.5812852382659912,MDV
7607,1997,1.5618032217025757,MDV
7608,1998,1.5425611734390259,MDV
7609,1999,1.5235562324523926,MDV
7610,2000,1.504785418510437,MDV
7611,2001,1.5057445764541626,MDV
7612,2002,1.5067042112350464,MDV
7613,2003,1.5076645612716675,MDV
7614,2004,1.5086255073547363,MDV
7615,2005,1.509587049484253,MDV
7616,2006,1.5634063482284546,MDV
7617,2007,1.6191444396972656,MDV
7618,2008,1.6768696308135986,MDV
7619,2009,1.729840636253357,MDV
7620,2010,1.7761234045028687,MDV
7621,2011,1.8347886800765991,MDV
7622,2012,1.89992094039917,MDV
7623,2013,1.9724124670028687,MDV
7624,2014,2.053309202194214,MDV
7625,2015,2.14384388923645,MDV
7626,2016,2.2454755306243896,MDV
7627,2017,2.3599395751953125,MDV
7628,2018,2.4893124103546143,MDV
7629,2019,2.6109776496887207,MDV
7630,1950,1.5309349298477173,MEX
7631,1951,1.5315041542053223,MEX
7632,1952,1.532073736190796,MEX
7633,1953,1.5326433181762695,MEX
7634,1954,1.5332132577896118,MEX
7635,1955,1.5337833166122437,MEX
7636,1956,1.5423736572265625,MEX
7637,1957,1.5510120391845703,MEX
7638,1958,1.5596989393234253,MEX
7639,1959,1.5684343576431274,MEX
7640,1960,1.5772186517715454,MEX
7641,1961,1.5928280353546143,MEX
7642,1962,1.6085917949676514,MEX
7643,1963,1.624511480331421,MEX
7644,1964,1.6405888795852661,MEX
7645,1965,1.6568251848220825,MEX
7646,1966,1.673222303390503,MEX
7647,1967,1.6897817850112915,MEX
7648,1968,1.7065050601959229,MEX
7649,1969,1.7198766469955444,MEX
7650,1970,1.732690453529358,MEX
7651,1971,1.7505208253860474,MEX
7652,1972,1.7685346603393555,MEX
7653,1973,1.786733865737915,MEX
7654,1974,1.8051203489303589,MEX
7655,1975,1.8236960172653198,MEX
7656,1976,1.8424627780914307,MEX
7657,1977,1.8614227771759033,MEX
7658,1978,1.880577802658081,MEX
7659,1979,1.8999300003051758,MEX
7660,1980,1.9194813966751099,MEX
7661,1981,1.9441436529159546,MEX
7662,1982,1.9691230058670044,MEX
7663,1983,1.9944231510162354,MEX
7664,1984,2.0200483798980713,MEX
7665,1985,2.0460028648376465,MEX
7666,1986,2.0722908973693848,MEX
7667,1987,2.098916530609131,MEX
7668,1988,2.1258842945098877,MEX
7669,1989,2.153198719024658,MEX
7670,1990,2.180863857269287,MEX
7671,1991,2.2034668922424316,MEX
7672,1992,2.226304054260254,MEX
7673,1993,2.249377965927124,MEX
7674,1994,2.272691011428833,MEX
7675,1995,2.296245813369751,MEX
7676,1996,2.32004451751709,MEX
7677,1997,2.344089984893799,MEX
7678,1998,2.368384838104248,MEX
7679,1999,2.3929312229156494,MEX
7680,2000,2.417732000350952,MEX
7681,2001,2.437087297439575,MEX
7682,2002,2.4565975666046143,MEX
7683,2003,2.4762637615203857,MEX
7684,2004,2.4960875511169434,MEX
7685,2005,2.5160701274871826,MEX
7686,2006,2.53621244430542,MEX
7687,2007,2.556516170501709,MEX
7688,2008,2.5714151859283447,MEX
7689,2009,2.585256814956665,MEX
7690,2010,2.599172830581665,MEX
7691,2011,2.618360757827759,MEX
7692,2012,2.637690305709839,MEX
7693,2013,2.657162666320801,MEX
7694,2014,2.676778793334961,MEX
7695,2015,2.6965396404266357,MEX
7696,2016,2.7164463996887207,MEX
7697,2017,2.7365002632141113,MEX
7698,2018,2.756701946258545,MEX
7699,2019,2.777052879333496,MEX
7700,1950,,MKD
7701,1951,,MKD
7702,1952,,MKD
7703,1953,,MKD
7704,1954,,MKD
7705,1955,,MKD
7706,1956,,MKD
7707,1957,,MKD
7708,1958,,MKD
7709,1959,,MKD
7710,1960,,MKD
7711,1961,,MKD
7712,1962,,MKD
7713,1963,,MKD
7714,1964,,MKD
7715,1965,,MKD
7716,1966,,MKD
7717,1967,,MKD
7718,1968,,MKD
