,indicator,year,Gross capital formation (% of GDP),country
3988,Gross capital formation (% of GDP),1984,,ZMB
3989,Gross capital formation (% of GDP),1984,17.0355046016957,ZWE
3990,Gross capital formation (% of GDP),1985,,ABW
3991,Gross capital formation (% of GDP),1985,,Africa Eastern and Southern
3992,Gross capital formation (% of GDP),1985,,AFG
3993,Gross capital formation (% of GDP),1985,,Africa Western and Central
3994,Gross capital formation (% of GDP),1985,0.0,AGO
3995,Gross capital formation (% of GDP),1985,33.9319591391124,ALB
3996,Gross capital formation (% of GDP),1985,,AND
3997,Gross capital formation (% of GDP),1985,24.7077603144851,Arab World
3998,Gross capital formation (% of GDP),1985,,ARE
3999,Gross capital formation (% of GDP),1985,17.5890669180019,ARG
4000,Gross capital formation (% of GDP),1985,,ARM
4001,Gross capital formation (% of GDP),1985,,ASM
4002,Gross capital formation (% of GDP),1985,,ATG
4003,Gross capital formation (% of GDP),1985,28.0017664318501,AUS
4004,Gross capital formation (% of GDP),1985,24.7605640221541,AUT
4005,Gross capital formation (% of GDP),1985,,AZE
4006,Gross capital formation (% of GDP),1985,13.8611293239475,BDI
4007,Gross capital formation (% of GDP),1985,18.9772622333502,BEL
4008,Gross capital formation (% of GDP),1985,8.93997374769409,BEN
4009,Gross capital formation (% of GDP),1985,22.9532781499561,BFA
4010,Gross capital formation (% of GDP),1985,15.8309437037216,BGD
4011,Gross capital formation (% of GDP),1985,32.1972799759475,BGR
4012,Gross capital formation (% of GDP),1985,31.3522077569477,BHR
4013,Gross capital formation (% of GDP),1985,19.1709406287302,BHS
4014,Gross capital formation (% of GDP),1985,,BIH
4015,Gross capital formation (% of GDP),1985,,BLR
4016,Gross capital formation (% of GDP),1985,16.0338778280543,BLZ
4017,Gross capital formation (% of GDP),1985,,BMU
4018,Gross capital formation (% of GDP),1985,19.464305732424,BOL
4019,Gross capital formation (% of GDP),1985,20.299093219092,BRA
4020,Gross capital formation (% of GDP),1985,,BRB
4021,Gross capital formation (% of GDP),1985,,BRN
4022,Gross capital formation (% of GDP),1985,45.9283635452411,BTN
4023,Gross capital formation (% of GDP),1985,22.9944128810203,BWA
4024,Gross capital formation (% of GDP),1985,15.3840610482698,CAF
4025,Gross capital formation (% of GDP),1985,21.5336371835921,CAN
4026,Gross capital formation (% of GDP),1985,,Central Europe and the Baltics
4027,Gross capital formation (% of GDP),1985,29.858468450572,CHE
4028,Gross capital formation (% of GDP),1985,,Channel Islands
4029,Gross capital formation (% of GDP),1985,16.8400047172759,CHL
4030,Gross capital formation (% of GDP),1985,38.9914630864753,CHN
4031,Gross capital formation (% of GDP),1985,12.9513847390107,CIV
4032,Gross capital formation (% of GDP),1985,24.8849469573947,CMR
4033,Gross capital formation (% of GDP),1985,,COD
4034,Gross capital formation (% of GDP),1985,30.2843026370004,COG
4035,Gross capital formation (% of GDP),1985,19.0409037023224,COL
4036,Gross capital formation (% of GDP),1985,18.0423421730915,COM
4037,Gross capital formation (% of GDP),1985,,CPV
4038,Gross capital formation (% of GDP),1985,25.8891732914039,CRI
4039,Gross capital formation (% of GDP),1985,,Caribbean small states
4040,Gross capital formation (% of GDP),1985,28.7632021860748,CUB
4041,Gross capital formation (% of GDP),1985,,CUW
4042,Gross capital formation (% of GDP),1985,,CYM
4043,Gross capital formation (% of GDP),1985,30.3400346189038,CYP
4044,Gross capital formation (% of GDP),1985,,CZE
4045,Gross capital formation (% of GDP),1985,23.52124534138,DEU
4046,Gross capital formation (% of GDP),1985,,DJI
4047,Gross capital formation (% of GDP),1985,,DMA
4048,Gross capital formation (% of GDP),1985,22.1699172073213,DNK
4049,Gross capital formation (% of GDP),1985,17.3719111375766,DOM
4050,Gross capital formation (% of GDP),1985,34.5691720680959,DZA
4051,Gross capital formation (% of GDP),1985,32.8014713043917,East Asia & Pacific (
4052,Gross capital formation (% of GDP),1985,21.8554360476568,Early-demographic dividend
4053,Gross capital formation (% of GDP),1985,30.9314577497472,East Asia & Pacific
4054,Gross capital formation (% of GDP),1985,,Europe & Central Asia (
4055,Gross capital formation (% of GDP),1985,23.1208215006798,Europe & Central Asia
4056,Gross capital formation (% of GDP),1985,15.7169115180474,ECU
4057,Gross capital formation (% of GDP),1985,29.7587131367292,EGY
4058,Gross capital formation (% of GDP),1985,22.6382935064755,Euro area
4059,Gross capital formation (% of GDP),1985,,ERI
4060,Gross capital formation (% of GDP),1985,20.8198240394992,ESP
4061,Gross capital formation (% of GDP),1985,,EST
4062,Gross capital formation (% of GDP),1985,0.0,ETH
4063,Gross capital formation (% of GDP),1985,22.8595253887658,European Union
4064,Gross capital formation (% of GDP),1985,,Fragile and conflict affected situations
4065,Gross capital formation (% of GDP),1985,26.9557750107342,FIN
4066,Gross capital formation (% of GDP),1985,18.7331735034944,FJI
4067,Gross capital formation (% of GDP),1985,21.2723789337356,FRA
4068,Gross capital formation (% of GDP),1985,,FRO
4069,Gross capital formation (% of GDP),1985,,FSM
4070,Gross capital formation (% of GDP),1985,41.9926691102966,GAB
4071,Gross capital formation (% of GDP),1985,22.0196206698474,GBR
4072,Gross capital formation (% of GDP),1985,34.0933304922225,GEO
4073,Gross capital formation (% of GDP),1985,9.5700893169469,GHA
4074,Gross capital formation (% of GDP),1985,,GIB
4075,Gross capital formation (% of GDP),1985,,GIN
4076,Gross capital formation (% of GDP),1985,15.0861823766995,GMB
4077,Gross capital formation (% of GDP),1985,25.431636118178,GNB
4078,Gross capital formation (% of GDP),1985,,GNQ
4079,Gross capital formation (% of GDP),1985,28.9295457116394,GRC
4080,Gross capital formation (% of GDP),1985,,GRD
4081,Gross capital formation (% of GDP),1985,,GRL
4082,Gross capital formation (% of GDP),1985,11.497419578864,GTM
4083,Gross capital formation (% of GDP),1985,,GUM
4084,Gross capital formation (% of GDP),1985,35.7948717948718,GUY
4085,Gross capital formation (% of GDP),1985,24.7984331467671,High income
4086,Gross capital formation (% of GDP),1985,21.5001725824081,HKG
4087,Gross capital formation (% of GDP),1985,15.879870358308,HND
4088,Gross capital formation (% of GDP),1985,,Heavily indebted poor countries (HIPC)
4089,Gross capital formation (% of GDP),1985,,HRV
4090,Gross capital formation (% of GDP),1985,,HTI
4091,Gross capital formation (% of GDP),1985,,HUN
4092,Gross capital formation (% of GDP),1985,25.13102716598,IBRD only
4093,Gross capital formation (% of GDP),1985,24.0261607646013,IDA & IBRD total
4094,Gross capital formation (% of GDP),1985,16.4719460395264,IDA total
4095,Gross capital formation (% of GDP),1985,,IDA blend
4096,Gross capital formation (% of GDP),1985,25.3469459717401,IDN
4097,Gross capital formation (% of GDP),1985,,IDA only
4098,Gross capital formation (% of GDP),1985,,IMN
4099,Gross capital formation (% of GDP),1985,26.4460769030045,IND
4100,Gross capital formation (% of GDP),1985,,Not classified
4101,Gross capital formation (% of GDP),1985,19.5793124254936,IRL
4102,Gross capital formation (% of GDP),1985,24.2749880460234,IRN
4103,Gross capital formation (% of GDP),1985,24.4114629824538,IRQ
4104,Gross capital formation (% of GDP),1985,23.1202947816971,ISL
4105,Gross capital formation (% of GDP),1985,21.8328138674147,ISR
4106,Gross capital formation (% of GDP),1985,23.7906140617664,ITA
4107,Gross capital formation (% of GDP),1985,24.3038118155671,JAM
4108,Gross capital formation (% of GDP),1985,21.0545011671572,JOR
4109,Gross capital formation (% of GDP),1985,31.2263124667115,JPN
4110,Gross capital formation (% of GDP),1985,,KAZ
4111,Gross capital formation (% of GDP),1985,25.3248237306024,KEN
4112,Gross capital formation (% of GDP),1985,,KGZ
4113,Gross capital formation (% of GDP),1985,,KHM
4114,Gross capital formation (% of GDP),1985,,KIR
4115,Gross capital formation (% of GDP),1985,,KNA
4116,Gross capital formation (% of GDP),1985,32.2700519802064,KOR
4117,Gross capital formation (% of GDP),1985,18.8542839158194,KWT
4118,Gross capital formation (% of GDP),1985,19.6959220397929,Latin America & Caribbean (
4119,Gross capital formation (% of GDP),1985,7.04225395490314,LAO
4120,Gross capital formation (% of GDP),1985,,LBN
4121,Gross capital formation (% of GDP),1985,,LBR
4122,Gross capital formation (% of GDP),1985,,LBY
4123,Gross capital formation (% of GDP),1985,,LCA
4124,Gross capital formation (% of GDP),1985,19.1092430067264,Latin America & Caribbean
4125,Gross capital formation (% of GDP),1985,,Least developed countries: UN classification
4126,Gross capital formation (% of GDP),1985,9.30398794279853,Low income
4127,Gross capital formation (% of GDP),1985,,LIE
4128,Gross capital formation (% of GDP),1985,23.8226327944573,LKA
4129,Gross capital formation (% of GDP),1985,22.874941847993,Lower middle income
4130,Gross capital formation (% of GDP),1985,23.8698752537181,Low & middle income
4131,Gross capital formation (% of GDP),1985,,LSO
4132,Gross capital formation (% of GDP),1985,27.318553880873,Late-demographic dividend
4133,Gross capital formation (% of GDP),1985,,LTU
4134,Gross capital formation (% of GDP),1985,17.2837877111523,LUX
4135,Gross capital formation (% of GDP),1985,,LVA
4136,Gross capital formation (% of GDP),1985,22.7260211106012,MAC
4137,Gross capital formation (% of GDP),1985,,MAF
4138,Gross capital formation (% of GDP),1985,30.6779461220974,MAR
4139,Gross capital formation (% of GDP),1985,,MCO
4140,Gross capital formation (% of GDP),1985,,MDA
4141,Gross capital formation (% of GDP),1985,18.7639055880811,MDG
4142,Gross capital formation (% of GDP),1985,,MDV
4143,Gross capital formation (% of GDP),1985,24.3730735037218,AFG
4144,Gross capital formation (% of GDP),1985,20.009776685914,MEX
4145,Gross capital formation (% of GDP),1985,,MHL
4146,Gross capital formation (% of GDP),1985,24.3067986109125,Middle income
4147,Gross capital formation (% of GDP),1985,,MKD
4148,Gross capital formation (% of GDP),1985,12.8428493150815,MLI
4149,Gross capital formation (% of GDP),1985,25.7805608256389,MLT
4150,Gross capital formation (% of GDP),1985,,MMR
4151,Gross capital formation (% of GDP),1985,24.2966123770205,AFG
4152,Gross capital formation (% of GDP),1985,,MNE
4153,Gross capital formation (% of GDP),1985,62.7919911794413,MNG
4154,Gross capital formation (% of GDP),1985,,MNP
4155,Gross capital formation (% of GDP),1985,,MOZ
4156,Gross capital formation (% of GDP),1985,19.6857245682283,MRT
4157,Gross capital formation (% of GDP),1985,23.1567428059525,MUS
4158,Gross capital formation (% of GDP),1985,,MWI
4159,Gross capital formation (% of GDP),1985,27.5809990964244,MYS
4160,Gross capital formation (% of GDP),1985,23.9829416691368,North America
4161,Gross capital formation (% of GDP),1985,9.91591093049669,NAM
4162,Gross capital formation (% of GDP),1985,14.0350862785033,NCL
4163,Gross capital formation (% of GDP),1985,12.7472190737776,NER
4164,Gross capital formation (% of GDP),1985,,NGA
4165,Gross capital formation (% of GDP),1985,23.1386058518006,NIC
4166,Gross capital formation (% of GDP),1985,21.1656528250772,NLD
4167,Gross capital formation (% of GDP),1985,27.7047378921128,NOR
4168,Gross capital formation (% of GDP),1985,22.5561327437428,NPL
4169,Gross capital formation (% of GDP),1985,,NRU
4170,Gross capital formation (% of GDP),1985,27.03061203341,NZL
4171,Gross capital formation (% of GDP),1985,24.7184230587202,OECD members
4172,Gross capital formation (% of GDP),1985,27.5789237992686,OMN
4173,Gross capital formation (% of GDP),1985,,Other small states
4174,Gross capital formation (% of GDP),1985,18.3254722475787,PAK
4175,Gross capital formation (% of GDP),1985,19.1210094062125,PAN
4176,Gross capital formation (% of GDP),1985,20.9248952063703,PER
4177,Gross capital formation (% of GDP),1985,14.1658438395527,PHL
4178,Gross capital formation (% of GDP),1985,,PLW
4179,Gross capital formation (% of GDP),1985,19.8300433220559,PNG
4180,Gross capital formation (% of GDP),1985,,POL
4181,Gross capital formation (% of GDP),1985,,Pre-demographic dividend
4182,Gross capital formation (% of GDP),1985,12.3247836287286,PRI
4183,Gross capital formation (% of GDP),1985,,PRK
4184,Gross capital formation (% of GDP),1985,21.4032884623938,PRT
4185,Gross capital formation (% of GDP),1985,20.7735070365931,PRY
4186,Gross capital formation (% of GDP),1985,,PSE
4187,Gross capital formation (% of GDP),1985,21.3559930966987,Pacific island small states
4188,Gross capital formation (% of GDP),1985,24.8986885436185,Post-demographic dividend
4189,Gross capital formation (% of GDP),1985,,PYF
4190,Gross capital formation (% of GDP),1985,,QAT
4191,Gross capital formation (% of GDP),1985,,ROU
4192,Gross capital formation (% of GDP),1985,,RUS
4193,Gross capital formation (% of GDP),1985,17.3093506255754,RWA
4194,Gross capital formation (% of GDP),1985,26.0078174436912,South Asia
4195,Gross capital formation (% of GDP),1985,21.4531327228567,SAU
4196,Gross capital formation (% of GDP),1985,10.6419572601797,SDN
4197,Gross capital formation (% of GDP),1985,15.2686166795207,SEN
4198,Gross capital formation (% of GDP),1985,41.0992394060123,SGP
4199,Gross capital formation (% of GDP),1985,3.67191258674271,SLB
4200,Gross capital formation (% of GDP),1985,10.9232531500573,SLE
4201,Gross capital formation (% of GDP),1985,10.8458242708352,SLV
4202,Gross capital formation (% of GDP),1985,,SMR
4203,Gross capital formation (% of GDP),1985,29.8242645343109,SOM
4204,Gross capital formation (% of GDP),1985,,SRB
4205,Gross capital formation (% of GDP),1985,17.8713248323586,Sub-Saharan Africa (
4206,Gross capital formation (% of GDP),1985,,SSD
4207,Gross capital formation (% of GDP),1985,,Sub-Saharan Africa
4208,Gross capital formation (% of GDP),1985,,Small states
4209,Gross capital formation (% of GDP),1985,,STP
4210,Gross capital formation (% of GDP),1985,,SUR
4211,Gross capital formation (% of GDP),1985,,SVK
4212,Gross capital formation (% of GDP),1985,,SVN
4213,Gross capital formation (% of GDP),1985,26.2814374340798,SWE
4214,Gross capital formation (% of GDP),1985,,SWZ
4215,Gross capital formation (% of GDP),1985,,SXM
4216,Gross capital formation (% of GDP),1985,22.2928371577106,SYC
4217,Gross capital formation (% of GDP),1985,,SYR
4218,Gross capital formation (% of GDP),1985,,TCA
4219,Gross capital formation (% of GDP),1985,7.30237247332203,TCD
4220,Gross capital formation (% of GDP),1985,32.7992218940298,East Asia & Pacific (IDA & IBRD countries)
4221,Gross capital formation (% of GDP),1985,,Europe & Central Asia (IDA & IBRD countries)
4222,Gross capital formation (% of GDP),1985,27.4452554745114,TGO
4223,Gross capital formation (% of GDP),1985,28.2445805413169,THA
4224,Gross capital formation (% of GDP),1985,,TJK
4225,Gross capital formation (% of GDP),1985,,TKM
4226,Gross capital formation (% of GDP),1985,18.985037871712,Latin America & the Caribbean (IDA & IBRD countries)
4227,Gross capital formation (% of GDP),1985,,TLS
4228,Gross capital formation (% of GDP),1985,24.1333186420154,AFG
4229,Gross capital formation (% of GDP),1985,26.3843345194074,TON
4230,Gross capital formation (% of GDP),1985,26.0078174436912,South Asia (IDA & IBRD)
4231,Gross capital formation (% of GDP),1985,,Sub-Saharan Africa (IDA & IBRD countries)
4232,Gross capital formation (% of GDP),1985,,TTO
4233,Gross capital formation (% of GDP),1985,30.1625749825456,TUN
4234,Gross capital formation (% of GDP),1985,16.5132281916485,TUR
4235,Gross capital formation (% of GDP),1985,,TUV
4236,Gross capital formation (% of GDP),1985,,TZA
4237,Gross capital formation (% of GDP),1985,8.73201845394909,UGA
4238,Gross capital formation (% of GDP),1985,,UKR
4239,Gross capital formation (% of GDP),1985,25.1729716836301,Upper middle income
4240,Gross capital formation (% of GDP),1985,11.3787729384631,URY
4241,Gross capital formation (% of GDP),1985,24.1883401602082,USA
