,year,"Exports of goods, Free on board (FOB), US dollar","Imports of goods, Cost insurance freight (CIF), US dollar",export_share,country
7891,1976,73565.04,46204.063,0.6142238537095831,Middle East
7892,1977,79583.814,61611.816,0.5636421892093969,Middle East
7893,1978,74140.322,65657.551,0.5303394136762009,Middle East
7894,1979,118963.629,67180.902,0.6390927971985381,Middle East
7895,1980,183669.715,82753.315,0.6893912849801309,Middle East
7896,1981,207269.907144515,125604.039689056,0.622667857055647,Middle East
7897,1982,164412.988024231,130251.583840222,0.5579665956580002,Middle East
7898,1983,129593.088083729,121829.897596261,0.5154385058837638,Middle East
7899,1984,117596.914633265,109478.228071933,0.5178766518972799,Middle East
7900,1985,103547.168075213,87744.0890869429,0.541306328430039,Middle East
7901,1986,74673.5216795669,77269.0919713764,0.4914587151377681,Middle East
7902,1987,87854.3140451579,75549.4402288851,0.5376517475713453,Middle East
7903,1988,87091.6212305115,84252.0536277333,0.508286175737527,Middle East
7904,1989,108053.064546279,86983.8378715055,0.5540134364666066,Middle East
7905,1990,139550.832986948,97797.5048645449,0.5879579113558567,Middle East
7906,1991,121895.600792289,109931.490691854,0.5258039516085922,Middle East
7907,1992,126939.020741531,125664.852510635,0.5025220678814059,Middle East
7908,1993,117920.176555469,114606.499500928,0.5071253696796003,Middle East
7909,1994,122927.979639851,103097.005172582,0.5438689875009299,Middle East
7910,1995,139693.504711754,112743.207949177,0.553380303677889,Middle East
7911,1996,167543.407831056,124219.447268333,0.5742451614479245,Middle East
7912,1997,172159.723162436,124941.560128542,0.5794647577938077,Middle East
7913,1998,125263.541308508,131103.140817963,0.4886108454869845,Middle East
7914,1999,159614.153462638,132717.036662817,0.5460045279264898,Middle East
7915,2000,303692.489935,148227.907234,0.6720043880237414,Middle East
7916,2001,280142.118792,164502.393054,0.6300361554648527,Middle East
7917,2002,277463.970907,173026.963677,0.6159146602211218,Middle East
7918,2003,349852.19586,197997.074265,0.6385920634341193,Middle East
7919,2004,443769.084787,264754.282209,0.626329498021348,Middle East
7920,2005,575842.790759,296691.255124,0.6599659846811479,Middle East
7921,2006,688382.053524,345728.964943,0.6656751946657333,Middle East
7922,2007,797390.847634,472870.053569,0.6277378504516917,Middle East
7923,2008,1155013.419823,652518.004392,0.6390004645836879,Middle East
7924,2009,660119.885097,553522.693202,0.543916221217454,Middle East
7925,2010,927407.793768,638359.061978,0.5923026090152752,Middle East
7926,2011,1220335.865764,704771.854575,0.6339052370269993,Middle East
7927,2012,1376419.624943,839391.056832,0.6211810585913431,Middle East
7928,2013,1287306.285256,762057.249363,0.6281493075826222,Middle East
7929,2014,1207383.481768,771445.319446,0.6101505501775986,Middle East
7930,2015,757996.677569,700924.337255,0.5195597773059993,Middle East
7931,2016,655137.235464,635312.236656,0.5076814316392531,Middle East
7932,2017,778128.629476,708247.606228,0.5235071785895788,Middle East
7933,2018,964468.804800688,711108.572412,0.5756038592530269,Middle East
7934,2019,851384.524725,719524.106963,0.5419694739407953,Middle East
7935,2020,614643.587834,645411.3137408,0.4877911169313548,Middle East
7936,2021,942925.24121,780980.129944,0.5469704178593029,Middle East
7937,2022,1327632.31045,933221.422194,0.5872260957356911,Middle East
7938,1948,2600.1,2516.8,0.5081396939553245,Middle East and Central Asia
7939,1949,1577.0,2422.0,0.3943485871467867,Middle East and Central Asia
7940,1950,1993.4,2542.6,0.4394620811287478,Middle East and Central Asia
7941,1951,2512.8,3133.3,0.4450505658773313,Middle East and Central Asia
7942,1952,2210.9,3157.0,0.4118742897594963,Middle East and Central Asia
7943,1953,2211.4,2728.1,0.4476971353375848,Middle East and Central Asia
7944,1954,2324.9,3033.9,0.43384712995446745,Middle East and Central Asia
7945,1955,2525.1,3389.1,0.4269554631226539,Middle East and Central Asia
7946,1956,2482.9,3626.8,0.4063865656251534,Middle East and Central Asia
7947,1957,2665.9,4235.7,0.3862727483482091,Middle East and Central Asia
7948,1958,2910.8,4464.5,0.39466869144305994,Middle East and Central Asia
7949,1959,2782.8,4799.8,0.3669981272914304,Middle East and Central Asia
7950,1960,3064.3,5332.4,0.36494098872175973,Middle East and Central Asia
7951,1961,2966.8,5253.3,0.36092018345275606,Middle East and Central Asia
7952,1962,2766.1,4132.7,0.4009537890647649,Middle East and Central Asia
7953,1963,3395.6,5235.3,0.3934236290537487,Middle East and Central Asia
7954,1964,6242.4,6923.5,0.4741339369127823,Middle East and Central Asia
7955,1965,6675.7,6192.1,0.5187910909401763,Middle East and Central Asia
7956,1966,8014.1,7656.7,0.5114033744288742,Middle East and Central Asia
7957,1967,8864.51,7903.059,0.52866995806011,Middle East and Central Asia
7958,1968,10462.645,8561.652,0.5499622403918526,Middle East and Central Asia
7959,1969,9305.694,9187.391,0.5031985739534534,Middle East and Central Asia
7960,1970,10261.761,8677.468,0.5418256994516514,Middle East and Central Asia
7961,1971,12082.749,9432.442,0.5615915285158287,Middle East and Central Asia
7962,1972,12558.887,10877.402,0.5358735335615634,Middle East and Central Asia
7963,1973,23139.969,19930.001,0.5372645720440483,Middle East and Central Asia
7964,1974,63962.637,33024.767,0.6594942679360714,Middle East and Central Asia
7965,1975,58626.326,50025.48,0.5395798575129068,Middle East and Central Asia
7966,1976,83051.979,59268.193,0.5835573259425234,Middle East and Central Asia
7967,1977,89808.706,77901.666,0.5354988181649254,Middle East and Central Asia
7968,1978,85368.662,84196.865,0.503455292537144,Middle East and Central Asia
7969,1979,135626.988,87598.085,0.6075795437190875,Middle East and Central Asia
7970,1980,207894.293,108836.191,0.6563760152622379,Middle East and Central Asia
7971,1981,229913.619659015,153930.928645567,0.5989758632095452,Middle East and Central Asia
7972,1982,183493.158722063,156615.271336625,0.5395137035868237,Middle East and Central Asia
7973,1983,150760.193347067,146869.949062273,0.5065353667698139,Middle East and Central Asia
7974,1984,138771.785015738,135298.299850319,0.5063368557117727,Middle East and Central Asia
7975,1985,123791.161676224,112224.685324505,0.524503601132519,Middle East and Central Asia
7976,1986,90620.3682392874,100942.946466063,0.4730570066542932,Middle East and Central Asia
7977,1987,107124.565295887,98275.5878635801,0.5215408248148599,Middle East and Central Asia
7978,1988,106998.413319895,109300.619891427,0.4946781857104216,Middle East and Central Asia
7979,1989,129307.24202932,116138.672683667,0.5268258067384248,Middle East and Central Asia
7980,1990,165608.977505245,131687.53375603,0.5570498516873001,Middle East and Central Asia
7981,1991,150242.443589422,141791.358719978,0.514469360742854,Middle East and Central Asia
7982,1992,157434.405472103,163621.704607464,0.49036414673150497,Middle East and Central Asia
7983,1993,148481.516383659,154198.157896509,0.4905566148000435,Middle East and Central Asia
7984,1994,157260.440863573,147993.203306976,0.5151795690789841,Middle East and Central Asia
7985,1995,181457.866058444,166666.528007754,0.5212443286118543,Middle East and Central Asia
7986,1996,212718.229768263,180180.191677196,0.5414076976580369,Middle East and Central Asia
7987,1997,219662.805339343,180708.063310266,0.5486483221924531,Middle East and Central Asia
7988,1998,166227.77777297,183194.05918779,0.4757223510093256,Middle East and Central Asia
7989,1999,209282.070435524,189553.206856516,0.5247330974744266,Middle East and Central Asia
7990,2000,370247.543292,206044.481618,0.6424651518469683,Middle East and Central Asia
7991,2001,343212.728347,225878.581053,0.6030890345327069,Middle East and Central Asia
7992,2002,342448.551655,238899.324746,0.5890596070893482,Middle East and Central Asia
7993,2003,436629.93945,277255.047727,0.6116250478618657,Middle East and Central Asia
7994,2004,545725.04683,367693.269756,0.5974535838844425,Middle East and Central Asia
7995,2005,710620.425477,421291.416173,0.6278054520934431,Middle East and Central Asia
7996,2006,858675.716242,494439.111105,0.6345919052011072,Middle East and Central Asia
7997,2007,993718.199987,660846.14176,0.6005920561165761,Middle East and Central Asia
7998,2008,1452937.144439,895507.012087,0.6186807297084282,Middle East and Central Asia
7999,2009,829822.451636,756339.567888,0.5231637382699567,Middle East and Central Asia
8000,2010,1150559.661225,863891.953226,0.5711527906509498,Middle East and Central Asia
8001,2011,1511264.453067,983159.794953,0.6058570246286681,Middle East and Central Asia
8002,2012,1659731.852923,1128090.682637,0.5953506120824882,Middle East and Central Asia
8003,2013,1561234.816641,1068371.982415,0.5937141694345581,Middle East and Central Asia
8004,2014,1470629.907486,1081691.632655,0.5761930400841098,Middle East and Central Asia
8005,2015,942097.103817,968579.354117,0.49306992814245615,Middle East and Central Asia
8006,2016,825214.543081,880829.872115,0.4837005037680655,Middle East and Central Asia
8007,2017,973565.839659,980447.842881,0.49823900843594554,Middle East and Central Asia
8008,2018,1191903.67553869,1004120.644926,0.5427552256281374,Middle East and Central Asia
8009,2019,1076403.676014,1015408.682627,0.514579460995877,Middle East and Central Asia
8010,2020,795516.08143,893114.2314608,0.4711013863467487,Middle East and Central Asia
8011,2021,1185932.197942,1093526.03854,0.5202693249481541,Middle East and Central Asia
8012,2022,1651553.041423,1287714.005684,0.5618928171390741,Middle East and Central Asia
8013,1948,2600.1,2516.8,0.5081396939553245,"['AFG', 'BGD']"
8014,1949,1577.0,2422.0,0.3943485871467867,"['AFG', 'BGD']"
8015,1950,1993.4,2542.6,0.4394620811287478,"['AFG', 'BGD']"
8016,1951,2512.8,3133.3,0.4450505658773313,"['AFG', 'BGD']"
8017,1952,2210.9,3157.0,0.4118742897594963,"['AFG', 'BGD']"
8018,1953,2211.4,2728.1,0.4476971353375848,"['AFG', 'BGD']"
8019,1954,2324.9,3033.9,0.43384712995446745,"['AFG', 'BGD']"
8020,1955,2525.1,3389.1,0.4269554631226539,"['AFG', 'BGD']"
8021,1956,2482.9,3626.8,0.4063865656251534,"['AFG', 'BGD']"
8022,1957,2665.9,4235.7,0.3862727483482091,"['AFG', 'BGD']"
8023,1958,2910.8,4464.5,0.39466869144305994,"['AFG', 'BGD']"
8024,1959,2782.8,4799.8,0.3669981272914304,"['AFG', 'BGD']"
8025,1960,3064.3,5332.4,0.36494098872175973,"['AFG', 'BGD']"
8026,1961,2966.8,5253.3,0.36092018345275606,"['AFG', 'BGD']"
8027,1962,2766.1,4132.7,0.4009537890647649,"['AFG', 'BGD']"
8028,1963,3395.6,5235.3,0.3934236290537487,"['AFG', 'BGD']"
8029,1964,6242.4,6923.5,0.4741339369127823,"['AFG', 'BGD']"
8030,1965,6675.7,6192.1,0.5187910909401763,"['AFG', 'BGD']"
8031,1966,8014.1,7656.7,0.5114033744288742,"['AFG', 'BGD']"
8032,1967,8864.51,7903.059,0.52866995806011,"['AFG', 'BGD']"
8033,1968,10462.645,8561.652,0.5499622403918526,"['AFG', 'BGD']"
8034,1969,9305.694,9187.391,0.5031985739534534,"['AFG', 'BGD']"
8035,1970,10261.761,8677.468,0.5418256994516514,"['AFG', 'BGD']"
8036,1971,12082.749,9432.442,0.5615915285158287,"['AFG', 'BGD']"
8037,1972,12558.887,10877.402,0.5358735335615634,"['AFG', 'BGD']"
8038,1973,23139.969,19930.001,0.5372645720440483,"['AFG', 'BGD']"
8039,1974,63962.637,33024.767,0.6594942679360714,"['AFG', 'BGD']"
8040,1975,58626.326,50025.48,0.5395798575129068,"['AFG', 'BGD']"
8041,1976,83051.979,59268.193,0.5835573259425234,"['AFG', 'BGD']"
8042,1977,89808.706,77901.666,0.5354988181649254,"['AFG', 'BGD']"
8043,1978,85368.662,84196.865,0.503455292537144,"['AFG', 'BGD']"
8044,1979,135626.988,87598.085,0.6075795437190875,"['AFG', 'BGD']"
8045,1980,207894.293,108836.191,0.6563760152622379,"['AFG', 'BGD']"
8046,1981,229913.619659015,153930.928645567,0.5989758632095452,"['AFG', 'BGD']"
8047,1982,183493.158722063,156615.271336625,0.5395137035868237,"['AFG', 'BGD']"
8048,1983,150760.193347067,146869.949062273,0.5065353667698139,"['AFG', 'BGD']"
8049,1984,138771.785015738,135298.299850319,0.5063368557117727,"['AFG', 'BGD']"
8050,1985,123791.161676224,112224.685324505,0.524503601132519,"['AFG', 'BGD']"
8051,1986,90620.3682392874,100942.946466063,0.4730570066542932,"['AFG', 'BGD']"
8052,1987,107124.565295887,98275.5878635801,0.5215408248148599,"['AFG', 'BGD']"
8053,1988,106998.413319895,109300.619891427,0.4946781857104216,"['AFG', 'BGD']"
8054,1989,129307.24202932,116138.672683667,0.5268258067384248,"['AFG', 'BGD']"
8055,1990,165608.977505245,131687.53375603,0.5570498516873001,"['AFG', 'BGD']"
8056,1991,150242.443589422,141791.358719978,0.514469360742854,"['AFG', 'BGD']"
8057,1992,154964.728127996,161122.098633397,0.4902600013918817,"['AFG', 'BGD']"
8058,1993,144019.698566636,148878.528118733,0.491705600940158,"['AFG', 'BGD']"
8059,1994,149008.906308205,138975.391422824,0.5174202464586318,"['AFG', 'BGD']"
8060,1995,169315.823092739,155509.118836743,0.5212525309386392,"['AFG', 'BGD']"
8061,1996,200081.931018907,165793.697019254,0.5468577726583045,"['AFG', 'BGD']"
8062,1997,206860.805756376,166566.901085752,0.553951412726398,"['AFG', 'BGD']"
8063,1998,155549.432915835,170120.591919621,0.47762895278564854,"['AFG', 'BGD']"
8064,1999,197869.668695954,177895.863406941,0.5265774846048727,"['AFG', 'BGD']"
8065,2000,350261.073627,190849.248617,0.647300669065889,"['AFG', 'BGD']"
8066,2001,323849.113198,208489.019249,0.6083522735997926,"['AFG', 'BGD']"
8067,2002,322602.554549,221277.351643,0.5931503460161205,"['AFG', 'BGD']"
8068,2003,411250.030201,254817.781306,0.6174296717184599,"['AFG', 'BGD']"
8069,2004,511831.78645,338442.700566,0.601960654195624,"['AFG', 'BGD']"
8070,2005,665179.084127,385614.874998,0.6330252266399561,"['AFG', 'BGD']"
8071,2006,795146.204404,448852.536048,0.6391856989461967,"['AFG', 'BGD']"
8072,2007,917262.031504,598461.567985,0.6051644454260916,"['AFG', 'BGD']"
8073,2008,1309409.59395,816480.056156,0.6159348834897008,"['AFG', 'BGD']"
8074,2009,760551.134911,692657.38404,0.5233599479997575,"['AFG', 'BGD']"
8075,2010,1057287.092283,794715.245376,0.570888638088573,"['AFG', 'BGD']"
8076,2011,1375292.046501,886877.176171,0.6079527706050877,"['AFG', 'BGD']"
8077,2012,1521053.126569,1021905.129997,0.5981431754302658,"['AFG', 'BGD']"
8078,2013,1429870.571926,950794.451394,0.6006181289343882,"['AFG', 'BGD']"
8079,2014,1344819.73197,970184.768966,0.5809145215165948,"['AFG', 'BGD']"
8080,2015,862226.673359,880575.093452,0.4947359417340464,"['AFG', 'BGD']"
8081,2016,751901.684753,812553.982133,0.4806155269644916,"['AFG', 'BGD']"
8082,2017,883829.771914,906833.426107,0.49357677808467193,"['AFG', 'BGD']"
8083,2018,1082462.34088969,918316.795539,0.5410204060913197,"['AFG', 'BGD']"
8084,2019,965070.301982,915212.568676,0.5132580406076221,"['AFG', 'BGD']"
8085,2020,711728.020797,817545.5188498,0.46540269111134963,"['AFG', 'BGD']"
8086,2021,1076733.757332,1000890.740861,0.5182523397603763,"['AFG', 'BGD']"
8087,2022,1493565.253447,1173321.206976,0.5600408099901271,"['AFG', 'BGD']"
8088,1992,470.0,640.0,0.42342342342342343,MDA
8089,1993,483.922,630.505,0.43423391572530096,MDA
8090,1994,565.4,659.3,0.46166408099942846,MDA
8091,1995,745.5,840.6,0.47002080574995275,MDA
8092,1996,795.187,1072.2575,0.42581559987458795,MDA
8093,1997,875.1889,1164.043,0.4291757597554256,MDA
8094,1998,632.1188,1023.7086,0.3817540403063749,MDA
8095,1999,463.4324,586.368,0.44144810765932263,MDA
8096,2000,470.730733,776.457501,0.37743359034928164,MDA
8097,2001,565.185689,892.234211,0.38779880046924026,MDA
8098,2002,642.997124,1038.000211,0.38250930600077365,MDA
8099,2003,789.586388,1402.347089,0.3602237003472711,MDA
8100,2004,984.752977,1768.533897,0.35766450139986394,MDA
8101,2005,1090.395896,2290.275462,0.3225382714056762,MDA
8102,2006,1047.353685,2689.240731,0.280296325583333,MDA
8103,2007,1333.5971,3685.727412,0.2656925442480735,MDA
8104,2008,1591.113096,4898.762003,0.2451685235429521,MDA
8105,2009,1282.980716,3278.269793,0.28127828398560784,MDA
8106,2010,1541.039602,3855.288588,0.28557188290655094,MDA
8107,2011,2216.814997,5191.270427,0.29924263424638387,MDA
8108,2012,2152.847886,5208.490213,0.2924533362069667,MDA
8109,2013,2384.10219,5486.762632,0.3029021897741341,MDA
8110,2014,2300.78001,5281.437705,0.3034442028020821,MDA
8111,2015,1998.615293,4037.902342,0.3310874603284415,MDA
8112,2016,2066.67149,4067.13534,0.33693129687294054,MDA
8113,2017,2446.300123,4904.12035,0.33281090952359726,MDA
8114,2018,2710.622777,5763.741727,0.31986148055356295,MDA
8115,2019,2779.255974,5845.975246,0.32222393847895014,MDA
8116,2020,2484.791709,5409.572081,0.3147551563493377,MDA
8117,2021,3142.979849,7175.313106,0.30460269568882387,MDA
8118,2022,4332.145453,9218.981583,0.31968894111103807,MDA
8119,1981,44.9590909090909,28.699,0.6103754571182082,MNG
8120,1982,42.1654545454546,36.41,0.5366237432462142,MNG
8121,1983,32.3018181818182,30.789,0.5119892103590928,MNG
8122,1984,51.2879785409292,38.3161838619028,0.572383884471289,MNG
8123,1985,72.4408833236882,93.0610222503327,0.4377042250506834,MNG
8124,1986,72.5981400599989,87.1066130771481,0.4545772034577768,MNG
8125,1987,87.0810907415991,108.343606446776,0.4455992103068698,MNG
8126,1988,98.2246769728331,119.178549419315,0.4518087362496505,MNG
8127,1989,116.70035307424,122.070783182318,0.4887540215449083,MNG
8128,1990,90.799205551371,144.461868651546,0.3859508244574919,MNG
8129,1991,67.392678883551,162.797167064585,0.2927699899444532,MNG
8130,1992,388.4,418.3,0.4814677079459526,MNG
8131,1993,382.66,379.01,0.5023960507831475,MNG
8132,1994,356.1,258.4,0.5794955248169243,MNG
8133,1995,473.27,415.31,0.5326138333070742,MNG
8134,1996,424.29,450.94,0.48477543045827953,MNG
8135,1997,451.54,468.26,0.4909110676233964,MNG
8136,1998,345.14,503.28,0.4068032342471889,MNG
8137,1999,358.29,512.75,0.4113358743570904,MNG
8138,2000,535.829978,614.463901,0.4658200724025587,MNG
8139,2001,596.242893,637.585904,0.48324605038376317,MNG
8140,2002,471.046788,647.007133,0.42130954433636836,MNG
8141,2003,615.8546,801.3918,0.4345430688693229,MNG
8142,2004,851.8838,1011.309791,0.4572170085357491,MNG
8143,2005,1053.82518,1160.282405,0.4759593378114913,MNG
8144,2006,1642.740684,1438.059592,0.5332188187586361,MNG
8145,2007,2047.648459,2062.893405,0.4981456281793996,MNG
8146,2008,2805.177171,4639.802818,0.3767877382000576,MNG
8147,2009,2094.173412,3026.347899,0.4089766031246188,MNG
8148,2010,3078.660922,4377.909003,0.4128789715601038,MNG
8149,2011,4964.3356,8634.432969,0.36505773113286083,MNG
8150,2012,4505.004747,8995.487299,0.3336918929806538,MNG
8151,2013,4556.921732,6497.553791,0.41222414600483254,MNG
8152,2014,6293.775,5344.260862,0.5407935732996111,MNG
8153,2015,5217.830729,3896.161982,0.5725076697397854,MNG
8154,2016,5781.049603,4393.480117,0.5681883843374336,MNG
8155,2017,6200.66002,4335.436632,0.5885158635881504,MNG
8156,2018,7011.764054,5874.79377,0.5441145843416192,MNG
8157,2019,7619.753904,6127.350933,0.5542806281284491,MNG
8158,2020,7576.310853,5298.767161,0.5884477627833968,MNG
8159,2021,9241.12315,6844.466405,0.5744970128948438,MNG
8160,2022,13706.663513,11739.369219,0.5386562085084093,MNG
8161,2006,553.885868,1829.836784,0.23236170849627852,MNE
8162,2007,623.209203,2835.857038,0.18016688885953022,MNE
8163,2008,612.077154,3628.498812,0.14433821228708063,MNE
8164,2009,386.369472,2204.425386,0.14913163456649103,MNE
8165,2010,436.526928,2055.961344,0.17513700381415478,MNE
8166,2011,629.665761,2505.408732,0.20084555005181498,MNE
8167,2012,470.629101,2300.651426,0.1698236957301003,MNE
8168,2013,495.144978,2321.587711,0.17578699602332054,MNE
