,year,Population growth rate - Sex: all - Age: all - Variant: estimates,country
6622,1986,2.74,GTM
6623,1987,2.775,GTM
6624,1988,2.825,GTM
6625,1989,2.802,GTM
6626,1990,2.799,GTM
6627,1991,2.621,GTM
6628,1992,2.692,GTM
6629,1993,2.645,GTM
6630,1994,2.681,GTM
6631,1995,2.611,GTM
6632,1996,2.568,GTM
6633,1997,2.549,GTM
6634,1998,2.568,GTM
6635,1999,2.465,GTM
6636,2000,2.289,GTM
6637,2001,2.306,GTM
6638,2002,2.278,GTM
6639,2003,2.226,GTM
6640,2004,2.22,GTM
6641,2005,2.11,GTM
6642,2006,2.121,GTM
6643,2007,2.093,GTM
6644,2008,2.014,GTM
6645,2009,1.972,GTM
6646,2010,1.991,GTM
6647,2011,1.996,GTM
6648,2012,1.986,GTM
6649,2013,1.921,GTM
6650,2014,1.869,GTM
6651,2015,1.796,GTM
6652,2016,1.888,GTM
6653,2017,1.751,GTM
6654,2018,1.583,GTM
6655,2019,1.46,GTM
6656,2020,1.483,GTM
6657,2021,1.28,GTM
6658,2022,1.531,GTM
6660,1950,2.921,GGY
6661,1951,0.96,GGY
6662,1952,0.241,GGY
6663,1953,0.232,GGY
6664,1954,0.212,GGY
6665,1955,0.155,GGY
6666,1956,0.288,GGY
6667,1957,0.399,GGY
6668,1958,0.308,GGY
6669,1959,0.358,GGY
6670,1960,0.43,GGY
6671,1961,0.92,GGY
6672,1962,1.209,GGY
6673,1963,1.368,GGY
6674,1964,1.386,GGY
6675,1965,1.357,GGY
6676,1966,1.352,GGY
6677,1967,1.443,GGY
6678,1968,1.428,GGY
6679,1969,1.442,GGY
6680,1970,1.466,GGY
6681,1971,0.469,GGY
6682,1972,0.011,GGY
6683,1973,0.074,GGY
6684,1974,-0.015,GGY
6685,1975,-0.164,GGY
6686,1976,-0.124,GGY
6687,1977,-0.085,GGY
6688,1978,-0.107,GGY
6689,1979,-0.17,GGY
6690,1980,-0.141,GGY
6691,1981,0.511,GGY
6692,1982,0.681,GGY
6693,1983,0.78,GGY
6694,1984,0.898,GGY
6695,1985,0.876,GGY
6696,1986,1.035,GGY
6697,1987,1.121,GGY
6698,1988,1.151,GGY
6699,1989,1.229,GGY
6700,1990,1.212,GGY
6701,1991,0.413,GGY
6702,1992,0.027,GGY
6703,1993,-0.044,GGY
6704,1994,-0.109,GGY
6705,1995,-0.172,GGY
6706,1996,0.207,GGY
6707,1997,0.354,GGY
6708,1998,0.393,GGY
6709,1999,0.425,GGY
6710,2000,0.393,GGY
6711,2001,0.246,GGY
6712,2002,0.16,GGY
6713,2003,0.16,GGY
6714,2004,0.153,GGY
6715,2005,0.179,GGY
6716,2006,0.179,GGY
6717,2007,0.198,GGY
6718,2008,0.216,GGY
6719,2009,0.235,GGY
6720,2010,0.242,GGY
6721,2011,0.292,GGY
6722,2012,0.289,GGY
6723,2013,0.248,GGY
6724,2014,0.188,GGY
6725,2015,0.066,GGY
6726,2016,-0.217,GGY
6727,2017,0.23,GGY
6728,2018,0.53,GGY
6729,2019,0.594,GGY
6730,2020,0.429,GGY
6731,2021,0.544,GGY
6732,2022,0.438,GGY
6734,1950,1.607,GIN
6735,1951,1.606,GIN
6736,1952,1.615,GIN
6737,1953,1.626,GIN
6738,1954,1.638,GIN
6739,1955,1.651,GIN
6740,1956,1.665,GIN
6741,1957,1.687,GIN
6742,1958,1.704,GIN
6743,1959,1.72,GIN
6744,1960,1.739,GIN
6745,1961,1.762,GIN
6746,1962,1.783,GIN
6747,1963,1.804,GIN
6748,1964,1.829,GIN
6749,1965,1.854,GIN
6750,1966,1.886,GIN
6751,1967,1.912,GIN
6752,1968,1.931,GIN
6753,1969,1.905,GIN
6754,1970,1.835,GIN
6755,1971,1.764,GIN
6756,1972,1.701,GIN
6757,1973,1.658,GIN
6758,1974,1.608,GIN
6759,1975,1.57,GIN
6760,1976,1.549,GIN
6761,1977,1.562,GIN
6762,1978,1.609,GIN
6763,1979,1.702,GIN
6764,1980,1.821,GIN
6765,1981,1.941,GIN
6766,1982,2.076,GIN
6767,1983,2.153,GIN
6768,1984,2.285,GIN
6769,1985,2.413,GIN
6770,1986,2.526,GIN
6771,1987,2.607,GIN
6772,1988,2.624,GIN
6773,1989,2.567,GIN
6774,1990,4.315,GIN
6775,1991,3.704,GIN
6776,1992,2.696,GIN
6777,1993,3.385,GIN
6778,1994,2.623,GIN
6779,1995,2.961,GIN
6780,1996,2.702,GIN
6781,1997,1.422,GIN
6782,1998,2.332,GIN
6783,1999,2.151,GIN
6784,2000,1.775,GIN
6785,2001,0.85,GIN
6786,2002,2.255,GIN
6787,2003,2.23,GIN
6788,2004,2.053,GIN
6789,2005,1.949,GIN
6790,2006,2.229,GIN
6791,2007,2.399,GIN
6792,2008,2.439,GIN
6793,2009,2.444,GIN
6794,2010,2.474,GIN
6795,2011,2.48,GIN
6796,2012,2.429,GIN
6797,2013,2.46,GIN
6798,2014,2.5,GIN
6799,2015,2.562,GIN
6800,2016,2.571,GIN
6801,2017,2.542,GIN
6802,2018,2.546,GIN
6803,2019,2.576,GIN
6804,2020,2.527,GIN
6805,2021,2.485,GIN
6806,2022,2.48,GIN
6808,1950,1.433,GNB
6809,1951,0.805,GNB
6810,1952,0.708,GNB
6811,1953,0.628,GNB
6812,1954,0.571,GNB
6813,1955,0.528,GNB
6814,1956,0.498,GNB
6815,1957,0.478,GNB
6816,1958,0.461,GNB
6817,1959,0.449,GNB
6818,1960,0.453,GNB
6819,1961,1.233,GNB
6820,1962,1.137,GNB
6821,1963,0.536,GNB
6822,1964,-2.538,GNB
6823,1965,-2.111,GNB
6824,1966,-0.716,GNB
6825,1967,1.452,GNB
6826,1968,1.739,GNB
6827,1969,-0.546,GNB
6828,1970,1.499,GNB
6829,1971,-0.874,GNB
6830,1972,1.009,GNB
6831,1973,1.089,GNB
6832,1974,5.644,GNB
6833,1975,6.246,GNB
6834,1976,6.6,GNB
6835,1977,6.662,GNB
6836,1978,6.37,GNB
6837,1979,0.724,GNB
6838,1980,1.56,GNB
6839,1981,1.581,GNB
6840,1982,1.589,GNB
6841,1983,1.587,GNB
6842,1984,1.59,GNB
6843,1985,1.594,GNB
6844,1986,1.595,GNB
6845,1987,1.61,GNB
6846,1988,1.643,GNB
6847,1989,1.669,GNB
6848,1990,1.621,GNB
6849,1991,2.63,GNB
6850,1992,3.248,GNB
6851,1993,3.354,GNB
6852,1994,2.845,GNB
6853,1995,2.212,GNB
6854,1996,1.959,GNB
6855,1997,1.855,GNB
6856,1998,1.873,GNB
6857,1999,1.92,GNB
6858,2000,2.093,GNB
6859,2001,2.159,GNB
6860,2002,2.237,GNB
6861,2003,2.287,GNB
6862,2004,2.324,GNB
6863,2005,2.366,GNB
6864,2006,2.455,GNB
6865,2007,2.524,GNB
6866,2008,2.521,GNB
6867,2009,2.564,GNB
6868,2010,2.606,GNB
6869,2011,2.652,GNB
6870,2012,2.666,GNB
6871,2013,2.658,GNB
6872,2014,2.597,GNB
6873,2015,2.544,GNB
6874,2016,2.48,GNB
6875,2017,2.394,GNB
6876,2018,2.355,GNB
6877,2019,2.328,GNB
6878,2020,2.251,GNB
6879,2021,2.227,GNB
6880,2022,2.257,GNB
6882,1950,2.529,GUY
6883,1951,2.693,GUY
6884,1952,2.887,GUY
6885,1953,3.054,GUY
6886,1954,3.188,GUY
6887,1955,3.27,GUY
6888,1956,3.314,GUY
6889,1957,3.337,GUY
6890,1958,3.341,GUY
6891,1959,3.276,GUY
6892,1960,2.466,GUY
6893,1961,2.2,GUY
6894,1962,2.178,GUY
6895,1963,2.166,GUY
6896,1964,2.135,GUY
6897,1965,2.118,GUY
6898,1966,2.094,GUY
6899,1967,2.076,GUY
6900,1968,2.064,GUY
6901,1969,2.053,GUY
6902,1970,1.535,GUY
6903,1971,1.281,GUY
6904,1972,1.217,GUY
6905,1973,1.131,GUY
6906,1974,1.027,GUY
6907,1975,0.951,GUY
6908,1976,0.881,GUY
6909,1977,0.814,GUY
6910,1978,0.744,GUY
6911,1979,0.683,GUY
6912,1980,0.432,GUY
6913,1981,0.106,GUY
6914,1982,-0.04,GUY
6915,1983,-0.172,GUY
6916,1984,-0.288,GUY
6917,1985,-0.394,GUY
6918,1986,-0.484,GUY
6919,1987,-0.554,GUY
6920,1988,-0.616,GUY
6921,1989,-0.652,GUY
6922,1990,-0.67,GUY
6923,1991,0.128,GUY
6924,1992,0.419,GUY
6925,1993,0.394,GUY
6926,1994,0.364,GUY
6927,1995,0.314,GUY
6928,1996,0.249,GUY
6929,1997,0.202,GUY
6930,1998,0.149,GUY
6931,1999,0.086,GUY
6932,2000,0.005,GUY
6933,2001,-0.098,GUY
6934,2002,-0.118,GUY
6935,2003,-0.026,GUY
6936,2004,-0.153,GUY
6937,2005,-0.242,GUY
6938,2006,-0.27,GUY
6939,2007,-0.285,GUY
6940,2008,-0.311,GUY
6941,2009,-0.356,GUY
6942,2010,-0.4,GUY
6943,2011,-0.43,GUY
6944,2012,0.466,GUY
6945,2013,0.532,GUY
6946,2014,0.587,GUY
6947,2015,0.616,GUY
6948,2016,0.636,GUY
6949,2017,0.651,GUY
6950,2018,5.2,GUY
6951,2019,-1.106,GUY
6952,2020,1.061,GUY
6953,2021,0.912,GUY
6954,2022,0.593,GUY
6956,1950,1.471,HTI
6957,1951,1.52,HTI
6958,1952,1.554,HTI
6959,1953,1.604,HTI
6960,1954,1.626,HTI
6961,1955,1.695,HTI
6962,1956,1.731,HTI
6963,1957,1.745,HTI
6964,1958,1.772,HTI
6965,1959,1.794,HTI
6966,1960,1.802,HTI
6967,1961,1.824,HTI
6968,1962,1.835,HTI
6969,1963,1.708,HTI
6970,1964,1.852,HTI
6971,1965,1.855,HTI
6972,1966,1.843,HTI
6973,1967,1.858,HTI
6974,1968,1.864,HTI
6975,1969,1.864,HTI
6976,1970,1.873,HTI
6977,1971,1.894,HTI
6978,1972,1.907,HTI
6979,1973,1.915,HTI
6980,1974,1.923,HTI
6981,1975,1.93,HTI
6982,1976,1.926,HTI
6983,1977,1.927,HTI
6984,1978,1.927,HTI
6985,1979,1.923,HTI
6986,1980,1.921,HTI
6987,1981,1.932,HTI
6988,1982,1.951,HTI
6989,1983,1.957,HTI
6990,1984,1.974,HTI
6991,1985,1.995,HTI
6992,1986,2.011,HTI
6993,1987,2.032,HTI
6994,1988,2.054,HTI
6995,1989,2.057,HTI
6996,1990,2.062,HTI
6997,1991,2.011,HTI
6998,1992,1.984,HTI
6999,1993,1.946,HTI
7000,1994,1.907,HTI
7001,1995,1.905,HTI
7002,1996,1.894,HTI
7003,1997,1.878,HTI
7004,1998,1.852,HTI
7005,1999,1.842,HTI
7006,2000,1.85,HTI
7007,2001,1.797,HTI
7008,2002,1.76,HTI
7009,2003,1.747,HTI
7010,2004,1.657,HTI
7011,2005,1.703,HTI
7012,2006,1.695,HTI
7013,2007,1.677,HTI
7014,2008,1.655,HTI
7015,2009,1.65,HTI
7016,2010,0.689,HTI
7017,2011,1.57,HTI
7018,2012,1.53,HTI
7019,2013,1.478,HTI
7020,2014,1.452,HTI
7021,2015,1.42,HTI
7022,2016,1.378,HTI
7023,2017,1.346,HTI
7024,2018,1.31,HTI
7025,2019,1.278,HTI
7026,2020,1.204,HTI
7027,2021,1.108,HTI
7028,2022,1.147,HTI
7030,1950,1.158,High-income countries
7031,1951,1.114,High-income countries
7032,1952,1.183,High-income countries
7033,1953,1.225,High-income countries
7034,1954,1.219,High-income countries
7035,1955,1.231,High-income countries
7036,1956,1.197,High-income countries
7037,1957,1.262,High-income countries
7038,1958,1.254,High-income countries
7039,1959,1.269,High-income countries
7040,1960,1.244,High-income countries
7041,1961,1.229,High-income countries
7042,1962,1.205,High-income countries
7043,1963,1.174,High-income countries
7044,1964,1.333,High-income countries
7045,1965,1.163,High-income countries
7046,1966,1.071,High-income countries
7047,1967,0.909,High-income countries
7048,1968,1.072,High-income countries
7049,1969,1.073,High-income countries
7050,1970,1.041,High-income countries
7051,1971,1.115,High-income countries
7052,1972,1.014,High-income countries
7053,1973,0.955,High-income countries
7054,1974,0.897,High-income countries
7055,1975,0.801,High-income countries
7056,1976,0.797,High-income countries
7057,1977,0.795,High-income countries
7058,1978,0.772,High-income countries
7059,1979,0.802,High-income countries
7060,1980,0.83,High-income countries
7061,1981,0.752,High-income countries
7062,1982,0.715,High-income countries
7063,1983,0.681,High-income countries
7064,1984,0.66,High-income countries
7065,1985,0.669,High-income countries
7066,1986,0.687,High-income countries
7067,1987,0.691,High-income countries
7068,1988,0.725,High-income countries
7069,1989,0.746,High-income countries
7070,1990,0.703,High-income countries
7071,1991,0.824,High-income countries
7072,1992,0.779,High-income countries
7073,1993,0.668,High-income countries
7074,1994,0.678,High-income countries
7075,1995,0.555,High-income countries
7076,1996,0.602,High-income countries
7077,1997,0.574,High-income countries
7078,1998,0.506,High-income countries
7079,1999,0.59,High-income countries
7080,2000,0.642,High-income countries
7081,2001,0.664,High-income countries
7082,2002,0.691,High-income countries
7083,2003,0.678,High-income countries
7084,2004,0.696,High-income countries
7085,2005,0.686,High-income countries
7086,2006,0.706,High-income countries
7087,2007,0.835,High-income countries
7088,2008,0.77,High-income countries
7089,2009,0.672,High-income countries
7090,2010,0.659,High-income countries
7091,2011,0.696,High-income countries
7092,2012,0.648,High-income countries
7093,2013,0.633,High-income countries
7094,2014,0.664,High-income countries
7095,2015,0.707,High-income countries
7096,2016,0.628,High-income countries
7097,2017,0.479,High-income countries
7098,2018,0.465,High-income countries
7099,2019,0.486,High-income countries
7100,2020,0.107,High-income countries
7101,2021,0.182,High-income countries
7102,2022,0.701,High-income countries
7104,1950,2.673,HND
7105,1951,2.712,HND
7106,1952,2.75,HND
7107,1953,2.779,HND
7108,1954,2.799,HND
7109,1955,2.82,HND
7110,1956,2.83,HND
7111,1957,2.838,HND
7112,1958,2.844,HND
7113,1959,2.841,HND
7114,1960,2.839,HND
7115,1961,2.821,HND
7116,1962,2.833,HND
7117,1963,2.843,HND
7118,1964,2.863,HND
7119,1965,2.88,HND
7120,1966,2.891,HND
7121,1967,2.901,HND
7122,1968,2.921,HND
7123,1969,2.948,HND
7124,1970,2.986,HND
7125,1971,3.023,HND
7126,1972,3.054,HND
7127,1973,2.974,HND
7128,1974,2.813,HND
7129,1975,3.12,HND
7130,1976,3.122,HND
7131,1977,3.106,HND
7132,1978,3.083,HND
7133,1979,3.07,HND
7134,1980,3.043,HND
7135,1981,3.014,HND
7136,1982,2.984,HND
7137,1983,2.962,HND
7138,1984,2.918,HND
7139,1985,2.878,HND
7140,1986,2.848,HND
7141,1987,2.826,HND
7142,1988,2.808,HND
7143,1989,2.812,HND
7144,1990,2.835,HND
7145,1991,2.839,HND
7146,1992,2.843,HND
7147,1993,2.836,HND
7148,1994,2.836,HND
7149,1995,2.833,HND
7150,1996,2.813,HND
7151,1997,2.783,HND
7152,1998,2.518,HND
7153,1999,2.735,HND
7154,2000,2.73,HND
7155,2001,2.677,HND
7156,2002,2.606,HND
7157,2003,2.527,HND
7158,2004,2.462,HND
7159,2005,2.394,HND
7160,2006,2.324,HND
7161,2007,2.272,HND
7162,2008,2.216,HND
7163,2009,2.162,HND
7164,2010,2.091,HND
7165,2011,2.043,HND
7166,2012,2.002,HND
7167,2013,1.957,HND
7168,2014,1.917,HND
7169,2015,1.89,HND
7170,2016,1.865,HND
7171,2017,1.835,HND
7172,2018,1.825,HND
7173,2019,1.797,HND
7174,2020,1.713,HND
7175,2021,1.624,HND
7176,2022,1.729,HND
7178,1950,4.498,HKG
7179,1951,4.509,HKG
7180,1952,4.497,HKG
7181,1953,4.493,HKG
7182,1954,4.512,HKG
7183,1955,4.533,HKG
7184,1956,4.619,HKG
7185,1957,4.64,HKG
7186,1958,4.59,HKG
7187,1959,4.287,HKG
7188,1960,3.655,HKG
7189,1961,-4.859,HKG
7190,1962,-7.816,HKG
7191,1963,-8.541,HKG
7192,1964,37.887,HKG
7193,1965,6.867,HKG
7194,1966,1.373,HKG
7195,1967,-33.038,HKG
7196,1968,10.444,HKG
7197,1969,10.037,HKG
7198,1970,9.319,HKG
7199,1971,3.77,HKG
7200,1972,2.56,HKG
7201,1973,2.53,HKG
7202,1974,2.496,HKG
7203,1975,2.416,HKG
7204,1976,2.339,HKG
7205,1977,2.246,HKG
7206,1978,2.161,HKG
7207,1979,2.151,HKG
7208,1980,2.119,HKG
7209,1981,1.814,HKG
7210,1982,1.679,HKG
7211,1983,1.596,HKG
7212,1984,1.471,HKG
7213,1985,1.411,HKG
7214,1986,0.744,HKG
7215,1987,0.535,HKG
7216,1988,0.503,HKG
7217,1989,0.426,HKG
7218,1990,0.295,HKG
7219,1991,2.107,HKG
7220,1992,2.506,HKG
7221,1993,2.398,HKG
7222,1994,2.283,HKG
7223,1995,2.133,HKG
7224,1996,1.888,HKG
7225,1997,1.706,HKG
7226,1998,1.532,HKG
7227,1999,1.368,HKG
7228,2000,1.279,HKG
7229,2001,0.788,HKG
7230,2002,0.601,HKG
7231,2003,0.496,HKG
7232,2004,0.355,HKG
7233,2005,0.234,HKG
7234,2006,0.419,HKG
7235,2007,0.738,HKG
7236,2008,0.673,HKG
7237,2009,0.571,HKG
7238,2010,0.478,HKG
7239,2011,0.682,HKG
7240,2012,0.937,HKG
7241,2013,0.814,HKG
7242,2014,0.7,HKG
7243,2015,0.578,HKG
7244,2016,0.548,HKG
7245,2017,0.445,HKG
7246,2018,0.26,HKG
7247,2019,0.131,HKG
7248,2020,-0.013,HKG
7249,2021,-0.138,HKG
7250,2022,-0.362,HKG
7252,1950,0.974,HUN
7253,1951,0.845,HUN
7254,1952,0.861,HUN
7255,1953,1.035,HUN
7256,1954,1.246,HUN
7257,1955,1.184,HUN
7258,1956,-0.555,HUN
7259,1957,0.23,HUN
7260,1958,0.637,HUN
7261,1959,0.497,HUN
7262,1960,0.437,HUN
7263,1961,0.425,HUN
7264,1962,0.203,HUN
7265,1963,0.308,HUN
7266,1964,0.296,HUN
7267,1965,0.232,HUN
7268,1966,0.345,HUN
7269,1967,0.37,HUN
7270,1968,0.368,HUN
7271,1969,0.354,HUN
7272,1970,0.298,HUN
7273,1971,0.26,HUN
7274,1972,0.325,HUN
7275,1973,0.313,HUN
7276,1974,0.578,HUN
7277,1975,0.6,HUN
7278,1976,0.503,HUN
7279,1977,0.429,HUN
7280,1978,0.268,HUN
7281,1979,0.258,HUN
7282,1980,-0.125,HUN
7283,1981,-0.175,HUN
7284,1982,-0.26,HUN
7285,1983,-0.363,HUN
7286,1984,-0.366,HUN
7287,1985,-0.335,HUN
7288,1986,-0.352,HUN
7289,1987,-0.334,HUN
7290,1988,-0.327,HUN
7291,1989,-0.385,HUN
7292,1990,-0.041,HUN
7293,1991,-0.019,HUN
7294,1992,-0.11,HUN
7295,1993,-0.172,HUN
7296,1994,-0.155,HUN
7297,1995,-0.177,HUN
7298,1996,-0.222,HUN
7299,1997,-0.237,HUN
7300,1998,-0.287,HUN
7301,1999,-0.337,HUN
7302,2000,-0.235,HUN
7303,2001,-0.235,HUN
7304,2002,-0.321,HUN
7305,2003,-0.262,HUN
7306,2004,-0.197,HUN
7307,2005,-0.201,HUN
7308,2006,-0.112,HUN
7309,2007,-0.204,HUN
7310,2008,-0.144,HUN
7311,2009,-0.162,HUN
7312,2010,-0.284,HUN
7313,2011,-0.368,HUN
7314,2012,-0.237,HUN
7315,2013,-0.314,HUN
7316,2014,-0.223,HUN
7317,2015,-0.257,HUN
7318,2016,-0.327,HUN
7319,2017,-0.182,HUN
7320,2018,-0.047,HUN
7321,2019,-0.035,HUN
7322,2020,-0.393,HUN
7323,2021,-0.462,HUN
7324,2022,-0.023,HUN
7326,1950,2.286,ISL
7327,1951,1.543,ISL
7328,1952,1.652,ISL
7329,1953,2.333,ISL
7330,1954,2.286,ISL
7331,1955,2.181,ISL
7332,1956,2.002,ISL
7333,1957,2.504,ISL
7334,1958,1.971,ISL
7335,1959,2.158,ISL
7336,1960,1.949,ISL
7337,1961,1.929,ISL
7338,1962,1.774,ISL
7339,1963,1.815,ISL
7340,1964,1.797,ISL
7341,1965,1.673,ISL
7342,1966,1.691,ISL
7343,1967,1.542,ISL
7344,1968,1.179,ISL
7345,1969,0.674,ISL
7346,1970,0.407,ISL
7347,1971,1.228,ISL
7348,1972,1.699,ISL
7349,1973,1.318,ISL
7350,1974,1.38,ISL
7351,1975,1.171,ISL
7352,1976,0.804,ISL
7353,1977,0.684,ISL
7354,1978,0.876,ISL
7355,1979,1.068,ISL
7356,1980,1.038,ISL
7357,1981,1.23,ISL
7358,1982,1.436,ISL
7359,1983,1.215,ISL
7360,1984,0.917,ISL
7361,1985,0.664,ISL
7362,1986,0.806,ISL
7363,1987,1.375,ISL
7364,1988,1.747,ISL
7365,1989,0.746,ISL
7366,1990,0.817,ISL
7367,1991,1.503,ISL
7368,1992,1.023,ISL
7369,1993,1.012,ISL
7370,1994,0.726,ISL
7371,1995,0.367,ISL
7372,1996,0.713,ISL
7373,1997,0.933,ISL
7374,1998,1.212,ISL
7375,1999,1.207,ISL
7376,2000,1.534,ISL
7377,2001,1.133,ISL
7378,2002,0.653,ISL
7379,2003,0.731,ISL
7380,2004,1.03,ISL
7381,2005,2.13,ISL
7382,2006,2.553,ISL
7383,2007,2.502,ISL
7384,2008,1.238,ISL
7385,2009,-0.545,ISL
7386,2010,0.26,ISL
7387,2011,0.354,ISL
7388,2012,0.71,ISL
7389,2013,1.177,ISL
7390,2014,1.051,ISL
7391,2015,1.039,ISL
7392,2016,1.731,ISL
7393,2017,2.943,ISL
7394,2018,2.419,ISL
7395,2019,1.984,ISL
7396,2020,1.275,ISL
7397,2021,1.982,ISL
7398,2022,2.114,ISL
7400,1950,2.129,IND
7401,1951,2.207,IND
7402,1952,2.266,IND
7403,1953,2.232,IND
7404,1954,2.352,IND
7405,1955,2.353,IND
7406,1956,2.382,IND
7407,1957,2.234,IND
7408,1958,2.398,IND
7409,1959,2.357,IND
7410,1960,2.382,IND
7411,1961,2.411,IND
7412,1962,2.334,IND
7413,1963,2.358,IND
7414,1964,2.325,IND
7415,1965,2.179,IND
7416,1966,2.102,IND
7417,1967,2.191,IND
7418,1968,2.107,IND
7419,1969,2.12,IND
7420,1970,2.318,IND
7421,1971,2.117,IND
7422,1972,2.272,IND
7423,1973,2.23,IND
7424,1974,2.369,IND
7425,1975,2.355,IND
7426,1976,2.351,IND
7427,1977,2.367,IND
7428,1978,2.24,IND
7429,1979,2.409,IND
7430,1980,2.361,IND
7431,1981,2.338,IND
7432,1982,2.33,IND
7433,1983,2.352,IND
7434,1984,2.34,IND
7435,1985,2.314,IND
7436,1986,2.303,IND
7437,1987,2.259,IND
7438,1988,2.242,IND
7439,1989,2.228,IND
7440,1990,2.199,IND
7441,1991,2.137,IND
7442,1992,2.123,IND
7443,1993,2.077,IND
7444,1994,2.012,IND
7445,1995,2.014,IND
7446,1996,1.982,IND
7447,1997,1.951,IND
7448,1998,1.921,IND
7449,1999,1.883,IND
7450,2000,1.875,IND
7451,2001,1.866,IND
7452,2002,1.758,IND
7453,2003,1.711,IND
7454,2004,1.696,IND
7455,2005,1.568,IND
7456,2006,1.56,IND
7457,2007,1.453,IND
7458,2008,1.425,IND
7459,2009,1.467,IND
7460,2010,1.443,IND
7461,2011,1.391,IND
7462,2012,1.357,IND
7463,2013,1.309,IND
7464,2014,1.215,IND
7465,2015,1.171,IND
7466,2016,1.212,IND
7467,2017,1.114,IND
7468,2018,1.081,IND
7469,2019,0.999,IND
7470,2020,0.948,IND
7471,2021,0.699,IND
7472,2022,0.881,IND
7474,1950,2.088,IDN
7475,1951,2.188,IDN
7476,1952,2.285,IDN
7477,1953,2.369,IDN
7478,1954,2.459,IDN
7479,1955,2.535,IDN
7480,1956,2.597,IDN
7481,1957,2.651,IDN
7482,1958,2.688,IDN
7483,1959,2.741,IDN
7484,1960,2.778,IDN
7485,1961,2.795,IDN
7486,1962,2.818,IDN
7487,1963,2.832,IDN
7488,1964,2.879,IDN
7489,1965,2.188,IDN
7490,1966,2.541,IDN
7491,1967,2.657,IDN
7492,1968,2.757,IDN
7493,1969,2.771,IDN
7494,1970,2.734,IDN
7495,1971,2.685,IDN
7496,1972,2.64,IDN
7497,1973,2.615,IDN
7498,1974,2.534,IDN
7499,1975,2.518,IDN
7500,1976,2.471,IDN
7501,1977,2.44,IDN
7502,1978,2.437,IDN
7503,1979,2.41,IDN
7504,1980,2.368,IDN
7505,1981,2.323,IDN
7506,1982,2.302,IDN
7507,1983,2.259,IDN
7508,1984,2.201,IDN
7509,1985,2.073,IDN
7510,1986,1.963,IDN
7511,1987,1.92,IDN
7512,1988,1.898,IDN
7513,1989,1.852,IDN
7514,1990,1.778,IDN
7515,1991,1.763,IDN
7516,1992,1.704,IDN
7517,1993,1.699,IDN
7518,1994,1.673,IDN
7519,1995,1.652,IDN
7520,1996,1.639,IDN
7521,1997,1.614,IDN
7522,1998,1.548,IDN
7523,1999,1.459,IDN
7524,2000,1.406,IDN
7525,2001,1.37,IDN
7526,2002,1.341,IDN
7527,2003,1.306,IDN
7528,2004,1.236,IDN
7529,2005,1.331,IDN
7530,2006,1.32,IDN
7531,2007,1.322,IDN
7532,2008,1.273,IDN
7533,2009,1.261,IDN
7534,2010,1.26,IDN
7535,2011,1.293,IDN
7536,2012,1.279,IDN
7537,2013,1.203,IDN
7538,2014,1.148,IDN
7539,2015,1.097,IDN
7540,2016,1.053,IDN
7541,2017,0.992,IDN
7542,2018,0.947,IDN
7543,2019,0.924,IDN
7544,2020,0.776,IDN
7545,2021,0.633,IDN
7546,2022,0.858,IDN
7548,1950,2.455,IRN
7549,1951,2.46,IRN
7550,1952,2.48,IRN
7551,1953,2.46,IRN
7552,1954,2.518,IRN
7553,1955,2.622,IRN
7554,1956,2.692,IRN
7555,1957,2.677,IRN
7556,1958,2.721,IRN
7557,1959,2.923,IRN
7558,1960,2.972,IRN
7559,1961,3.04,IRN
7560,1962,3.034,IRN
7561,1963,3.105,IRN
7562,1964,3.122,IRN
7563,1965,3.159,IRN
7564,1966,3.073,IRN
7565,1967,3.022,IRN
7566,1968,2.965,IRN
7567,1969,3.038,IRN
7568,1970,3.035,IRN
7569,1971,2.943,IRN
7570,1972,2.913,IRN
7571,1973,2.942,IRN
7572,1974,2.978,IRN
7573,1975,3.066,IRN
7574,1976,2.963,IRN
7575,1977,3.228,IRN
7576,1978,3.305,IRN
7577,1979,3.565,IRN
7578,1980,3.677,IRN
7579,1981,6.74,IRN
7580,1982,3.923,IRN
7581,1983,3.864,IRN
7582,1984,3.664,IRN
7583,1985,3.683,IRN
7584,1986,3.697,IRN
7585,1987,3.476,IRN
7586,1988,2.988,IRN
7587,1989,2.856,IRN
7588,1990,2.966,IRN
7589,1991,2.472,IRN
7590,1992,1.493,IRN
7591,1993,-0.776,IRN
7592,1994,1.155,IRN
7593,1995,1.06,IRN
7594,1996,1.101,IRN
7595,1997,1.296,IRN
7596,1998,1.451,IRN
7597,1999,1.398,IRN
7598,2000,1.553,IRN
7599,2001,1.535,IRN
7600,2002,0.122,IRN
7601,2003,2.084,IRN
7602,2004,2.194,IRN
7603,2005,2.232,IRN
7604,2006,2.079,IRN
7605,2007,1.199,IRN
7606,2008,1.23,IRN
7607,2009,1.254,IRN
7608,2010,1.25,IRN
7609,2011,1.222,IRN
7610,2012,1.28,IRN
7611,2013,1.333,IRN
7612,2014,1.353,IRN
7613,2015,1.37,IRN
7614,2016,1.496,IRN
7615,2017,1.382,IRN
7616,2018,1.169,IRN
7617,2019,0.988,IRN
7618,2020,0.551,IRN
7619,2021,1.109,IRN
7620,2022,1.292,IRN
7622,1950,2.007,IRQ
7623,1951,2.219,IRQ
7624,1952,2.531,IRQ
7625,1953,2.52,IRQ
7626,1954,2.534,IRQ
